	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54	f55	f56	f57	f58	f59	f60	f61	f62	clase
671	-0.347565	-1.18357	-1.83245	0.561651	-0.268189	-0.411513	-0.135315	-0.0236261	-0.642292	-1.39404	1.0679	0.704888	-0.723704	-0.541607	-0.1537	-0.0414655	-0.75154	-0.268546	1.56548	-0.355952	-1.27925	-0.571241	-0.112928	-0.0323592	-0.756858	0.940084	0.485606	0.211161	0.0220507	-0.369767	-0.0485707	-0.0361835	-0.636088	1.33245	1.09237	0.954772	1.15657	1.45926	-0.0868626	0.202541	1.46699	1.36229	-0.620852	-0.977426	2.40086	-0.0930402	-0.0660959	-0.408178	0.376069	1.18919	-0.896494	0.120641	2.5004	1.10931	-0.0161733	-0.304968	-1.17588	-1.14038	0.308266	1.2638	1.95973	-0.175718	6
672	-0.347565	1.62324	0.984571	1.00242	0.978902	-0.411513	-0.135315	-0.0236261	-0.642292	-0.106209	-1.17528	-1.38361	1.29801	-0.541607	-0.1537	-0.0414655	-0.75154	-1.62767	-1.138	0.458024	0.628087	-0.571241	-0.112928	-0.0323592	-0.756858	-1.50766	-1.03915	0.529486	1.02165	-0.093885	-0.0485707	-0.0361835	-0.636088	-1.22363	0.123093	0.448026	0.8164	0.885579	-0.0868626	-0.479074	-0.992519	-1.11102	-1.25413	-0.460713	1.71422	-0.0930402	-0.0660959	0.0895778	1.08196	-0.755742	-1.08464	0.625616	0.664282	-0.193176	-0.0161733	-0.304968	0.631349	0.243862	0.909235	0.917533	-0.522725	-0.175718	3
673	-0.347565	0.975511	0.749819	1.00242	1.69153	-0.114904	-0.135315	-0.0236261	1.65102	0.997649	-0.427552	-1.38361	-0.89218	-0.295434	-0.1537	-0.0414655	1.56457	0.580909	0.213739	-1.16993	-1.27925	-0.571241	-0.112928	-0.0323592	1.51151	1.10327	1.16327	-0.425487	-1.31075	-0.645649	-0.0485707	-0.0361835	-0.324723	0.0544079	0.123093	-0.396551	-1.56482	-0.835459	-0.0868626	-0.479074	-0.992519	-0.338115	1.12066	-1.49414	-0.803439	-0.0930402	-0.0660959	-0.408178	-1.21217	-0.366755	0.796834	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	0.0289412	0.935983	-0.292703	-1.1601	-0.522725	-0.175718	5
674	-0.347565	-0.535845	0.515067	-0.540264	-0.802657	-0.411513	-0.135315	-0.0236261	-0.642292	-0.106209	0.81866	0.496038	-0.0497981	-0.541607	-0.1537	-0.0414655	-0.75154	0.580909	0.551674	-0.518747	0.945976	-0.571241	-0.112928	-0.0323592	-0.756858	0.450535	1.16327	1.00697	1.35486	0.457879	-0.0485707	-0.0361835	-0.636088	-1.22363	-0.523091	-0.396551	0.476226	2.03294	-0.0868626	-0.479074	-0.992519	-1.11102	-1.25413	-0.805188	2.17198	-0.0930402	-0.0660959	-0.408178	-0.859231	-0.366755	-0.332051	0.625616	1.88836	-0.193176	-0.0161733	-0.304968	-0.77427	-0.448258	0.107943	0.571262	0.718504	-0.175718	9
675	-0.347565	-0.319937	-0.423942	1.00242	-0.268189	-0.411513	-0.135315	-0.0236261	0.668172	0.997649	0.320175	-0.13051	0.287155	-0.541607	-0.1537	-0.0414655	1.56457	1.09058	0.213739	-0.0303618	0.628087	-0.571241	-0.112928	-0.0323592	0.215301	0.940084	1.16327	1.00697	0.188651	-0.645649	-0.0485707	-0.0361835	0.92074	1.33245	1.09237	0.954772	1.15657	-0.26178	-0.0868626	-0.138266	1.00583	0.743958	-1.09581	0.056001	1.25647	-0.0930402	-0.0660959	-0.408178	1.08196	0.0222322	-1.46094	0.793941	0.256257	-0.193176	-0.0161733	-0.304968	-0.77427	0.0131557	0.708912	0.744398	-0.274479	-0.175718	8
676	-0.347565	0.759603	0.280315	-0.98103	-0.980813	-0.411513	-0.135315	-0.0236261	0.0129401	0.813673	-0.427552	0.704888	-0.386751	-0.541607	-0.1537	-0.0414655	2.72263	0.580909	-1.138	0.295229	1.26387	-0.0128533	-0.112928	-0.0323592	1.83557	1.10327	0.485606	0.688648	1.35486	1.00964	-0.0485707	-0.0361835	-0.324723	0.0544079	-0.199999	-0.0587205	1.15657	-0.26178	-0.0868626	-0.479074	-0.992519	-1.11102	-1.09581	1.26167	0.340953	-0.0930402	-0.0660959	-0.408178	0.0231264	-1.14473	-0.520199	1.13059	-0.355781	-0.193176	-0.0161733	-0.304968	0.832152	0.705276	0.909235	1.09067	-0.522725	-0.175718	9
677	-0.347565	-1.18357	-1.5977	-0.099498	-0.980813	-0.411513	-0.135315	-0.0236261	-0.642292	-0.658138	1.0679	0.704888	-1.22913	-0.541607	-0.1537	-0.0414655	0.117002	1.09058	-0.631097	0.295229	0.469142	-0.571241	-0.112928	-0.0323592	0.539354	1.10327	0.655023	1.00697	1.02165	0.181997	-0.0485707	-0.0361835	-0.636088	-0.105347	1.09237	0.448026	-0.88447	0.3119	-0.0868626	-0.479074	-0.8388	1.36229	-0.304214	-0.977426	0.340953	-0.0930402	-0.0660959	-0.408178	-0.506288	0.800206	-0.896494	0.120641	-0.151769	-0.193176	-0.0161733	-0.304968	-1.17588	-0.678964	-0.493027	-0.294417	-0.522725	-0.175718	8
678	-0.347565	-0.535845	-0.658694	-0.540264	-0.980813	-0.411513	-0.135315	-0.0236261	-0.642292	-0.290185	1.0679	1.12259	-0.555227	-0.541607	-0.1537	-0.0414655	-0.75154	-0.098655	1.56548	1.4348	-0.00769154	-0.571241	-0.112928	-0.0323592	-0.756858	-0.36538	1.16327	1.00697	-0.14455	-0.645649	-0.0485707	-0.0361835	-0.636088	0.693429	1.09237	0.954772	-0.374209	-0.835459	-0.0868626	-0.479074	1.46699	1.36229	1.27897	-0.116237	-0.803439	-0.0930402	-0.0660959	-0.408178	0.729013	1.18919	1.17313	0.457291	-0.763807	-0.193176	-0.0161733	-0.304968	-0.77427	-1.14038	-0.292703	-0.467553	-0.522725	-0.175718	1
679	-0.347565	0.759603	0.749819	1.00242	1.86968	3.74101	-0.135315	-0.0236261	-0.314676	0.813673	-0.427552	-0.54821	0.96106	2.65865	-0.1537	-0.0414655	-0.75154	-1.62767	-1.138	-0.844338	1.10492	1.9415	-0.112928	-0.0323592	-0.756858	-1.50766	0.146772	0.688648	1.35486	0.457879	-0.0485707	-0.0361835	-0.636088	-1.06388	1.09237	0.954772	1.15657	2.31978	-0.0868626	-0.479074	-0.992519	0.89854	1.12066	-0.805188	-0.574561	-0.0930402	-0.0660959	-0.408178	-0.506288	1.18919	-0.520199	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	0.631349	0.705276	-2.29593	-1.1601	-0.522725	-0.175718	7
680	-0.347565	-0.319937	0.984571	0.120885	-0.980813	-0.411513	-0.135315	-0.0236261	2.30625	0.997649	1.0679	1.12259	-0.0497981	-0.541607	-0.1537	-0.0414655	1.85409	1.09058	0.382707	-0.193157	0.945976	-0.571241	-0.112928	-0.0323592	1.18746	1.10327	-1.20856	-1.53962	0.688453	0.733761	-0.0485707	-0.0361835	1.23211	1.33245	-1.33082	-1.74787	-0.204122	1.7461	-0.0868626	0.543349	1.46699	-0.956443	-1.25413	0.572715	1.48535	-0.0930402	-0.0660959	-0.408178	0.729013	0.605713	0.984982	1.13059	0.868294	-0.193176	-0.0161733	-0.304968	-0.573467	0.0131557	0.107943	0.571262	-0.274479	-0.175718	0
681	-0.347565	-1.18357	-0.658694	-0.98103	-0.980813	-0.411513	-0.135315	-0.0236261	-0.642292	-1.39404	1.0679	-0.54821	-1.39761	-0.541607	-0.1537	-0.0414655	-0.75154	-0.268546	1.22754	-0.844338	-1.27925	-0.571241	-0.112928	-0.0323592	-0.756858	0.613718	0.146772	-1.53962	-1.31075	-0.645649	-0.0485707	-0.0361835	-0.636088	1.1727	1.09237	0.954772	0.986487	0.598739	-0.0868626	-0.479074	1.31327	1.36229	0.48738	0.400477	1.9431	-0.0930402	-0.0660959	-0.408178	0.0231264	0.9947	-0.708346	-0.047684	2.29638	-0.193176	-0.0161733	-0.304968	-1.17588	-0.909671	0.508589	1.61008	1.46324	-0.175718	6
682	-0.347565	-0.319937	-0.893446	-0.319881	1.33521	1.96136	-0.135315	-0.0236261	-0.642292	-0.106209	0.0709327	0.287189	0.96106	2.41247	-0.1537	-0.0414655	-0.75154	-1.62767	-1.138	-1.16993	0.787032	1.66231	-0.112928	-0.0323592	-0.756858	-0.691745	0.485606	0.529486	1.35486	1.00964	-0.0485707	-0.0361835	-0.636088	-0.105347	0.60773	0.954772	0.476226	0.02506	-0.0868626	-0.479074	-0.992519	0.125631	0.962337	-1.3219	-0.803439	-0.0930402	-0.0660959	-0.408178	-0.859231	1.18919	-0.143904	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	-0.171862	0.474569	-1.89529	-1.1601	-0.522725	-0.175718	7
683	-0.347565	0.111879	0.984571	0.120885	1.15706	3.74101	5.57029	-0.0236261	-0.642292	-1.02609	-0.926037	-0.54821	0.455631	3.15099	1.869	-0.0414655	-0.75154	-1.62767	-1.138	-1.00713	0.945976	0.824729	-0.112928	-0.0323592	-0.756858	-1.50766	-1.37798	0.370324	0.688453	-0.645649	-0.0485707	-0.0361835	-0.636088	-1.22363	0.284638	0.954772	0.986487	-0.548619	-0.0868626	-0.479074	-0.992519	0.434795	0.48738	-1.3219	-0.803439	-0.0930402	-0.0660959	-0.408178	-1.21217	0.800206	-1.08464	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	-0.171862	0.0131557	-1.89529	-1.1601	-0.522725	-0.175718	7
684	-0.347565	0.111879	0.0455627	0.120885	1.69153	1.66475	-0.135315	-0.0236261	-0.642292	0.629697	0.81866	0.287189	1.29801	1.67395	-0.1537	-0.0414655	-0.75154	-1.62767	-1.138	-1.16993	1.26387	1.66231	-0.112928	-0.0323592	-0.756858	-1.34448	-1.37798	-0.107163	1.02165	-0.645649	-0.0485707	-0.0361835	0.298009	1.1727	1.09237	0.954772	1.15657	-0.26178	-0.0868626	0.543349	0.237233	1.05312	1.27897	-0.632951	-0.803439	-0.0930402	-0.0660959	-0.408178	-0.859231	1.18919	-0.332051	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	0.229744	0.705276	-1.29432	-1.1601	-0.522725	-0.175718	7
685	-0.347565	-1.18357	-0.658694	0.341268	-0.980813	-0.411513	-0.135315	-0.0236261	-0.642292	-1.02609	1.0679	1.12259	-0.723704	-0.541607	-0.1537	-0.0414655	-0.75154	0.920691	1.39651	-0.0303618	-1.27925	-0.571241	-0.112928	-0.0323592	-0.432805	1.10327	0.655023	-1.53962	-1.31075	-0.645649	-0.0485707	-0.0361835	0.298009	1.33245	0.930821	0.954772	1.15657	0.885579	-0.0868626	-0.138266	1.15955	1.36229	1.27897	1.26167	2.62974	4.58712	-0.0660959	-0.408178	0.0231264	1.18919	0.608687	0.793941	2.5004	1.10931	-0.0161733	-0.304968	-1.17588	-1.14038	0.107943	0.917533	0.966749	-0.175718	6
686	-0.347565	-0.967661	0.749819	-2.30333	-0.980813	-0.411513	-0.135315	-0.0236261	-0.642292	-0.842114	1.0679	-2.21901	-1.06066	-0.541607	-0.1537	-0.0414655	-0.75154	0.241127	1.05858	-0.844338	1.26387	-0.0128533	-0.112928	-0.0323592	1.18746	1.10327	-0.192062	-0.107163	1.02165	-0.645649	-0.0485707	-0.0361835	1.85484	1.33245	1.09237	0.954772	0.8164	0.02506	-0.0868626	-0.479074	0.237233	1.2077	1.27897	1.26167	1.02759	-0.0930402	-0.0660959	-0.408178	-1.38865	0.411219	0.796834	-1.05763	-0.763807	-0.193176	-0.0161733	-0.304968	-0.975072	0.935983	-0.493027	-1.1601	-0.522725	-0.175718	4
687	-0.347565	-0.967661	0.0455627	-0.099498	-0.624501	-0.411513	-0.135315	-0.0236261	-0.642292	-1.57802	1.0679	1.12259	-0.89218	-0.541607	-0.1537	-0.0414655	-0.75154	-0.778219	1.56548	1.4348	-0.802415	-0.571241	-0.112928	-0.0323592	-0.432805	0.940084	1.16327	0.688648	-0.977553	-0.645649	-0.0485707	-0.0361835	0.92074	1.33245	1.09237	0.448026	-1.56482	-0.835459	-0.0868626	-0.138266	0.69839	1.36229	0.962337	-1.49414	-0.803439	-0.0930402	-0.0660959	-0.408178	-0.506288	1.18919	1.17313	-0.384334	-0.763807	-0.193176	-0.0161733	-0.304968	-0.975072	0.705276	0.909235	0.398126	-0.522725	-0.175718	1
688	3.1127	1.19142	0.749819	0.561651	-0.624501	-0.411513	-0.135315	-0.0236261	2.63387	0.44572	-0.926037	0.704888	0.287155	-0.541607	-0.1537	-0.0414655	0.69603	-1.45778	-1.138	0.946409	-0.00769154	-0.571241	-0.112928	-0.0323592	-0.756858	-1.50766	-0.0226451	1.00697	0.0220507	-0.645649	-0.0485707	-0.0361835	-0.636088	-1.22363	-0.684636	-0.227636	1.15657	0.02506	-0.0868626	-0.479074	-0.992519	-1.11102	-1.25413	1.26167	1.25647	-0.0930402	-0.0660959	1.58284	0.729013	-0.366755	0.232392	0.962266	-0.151769	-0.193176	-0.0161733	0.772566	0.430547	0.0131557	-0.0923803	-0.467553	-0.522725	-0.175718	3
689	-0.347565	0.327787	0.280315	0.120885	1.15706	1.07153	-0.135315	-0.0236261	0.340556	0.813673	-0.926037	-0.757059	-0.0497981	0.196913	-0.1537	-0.0414655	0.406516	0.920691	-0.293163	-0.193157	-1.27925	-0.571241	-0.112928	-0.0323592	0.863407	1.10327	1.16327	1.00697	-0.977553	-0.645649	-0.0485707	-0.0361835	-0.013357	0.0544079	-1.33082	0.27911	-0.88447	-0.835459	-0.0868626	-0.479074	-0.992519	-1.11102	0.645699	-0.805188	-0.803439	-0.0930402	-0.0660959	-0.408178	-0.859231	-0.950235	1.17313	-1.22596	-0.763807	-0.193176	-0.0161733	-0.304968	0.631349	0.705276	-0.69335	-1.1601	-0.522725	-0.175718	5
690	-0.347565	1.19142	0.984571	0.782034	0.444435	-0.411513	-0.135315	-0.0236261	-0.642292	-0.290185	0.320175	-1.17476	-0.89218	-0.541607	-0.1537	-0.0414655	-0.75154	0.411018	1.05858	-1.16993	-1.27925	-0.571241	-0.112928	-0.0323592	-0.756858	0.450535	0.655023	-0.266325	-0.977553	-0.645649	-0.0485707	-0.0361835	-0.636088	1.1727	1.09237	0.954772	-0.374209	-0.835459	-0.0868626	-0.479074	-0.992519	-1.11102	0.170742	0.400477	-0.803439	-0.0930402	-0.0660959	-0.408178	-0.506288	-0.755742	0.984982	-0.216009	-0.763807	-0.193176	-0.0161733	-0.304968	1.03295	0.935983	0.308266	-0.813824	-0.522725	-0.175718	5
691	-0.347565	-0.535845	-0.189189	0.561651	0.978902	1.96136	3.66842	-0.0236261	-0.642292	-1.39404	-0.926037	-0.54821	0.287155	3.39717	5.91439	-0.0414655	-0.75154	-1.62767	-1.138	-1.16993	0.787032	1.9415	-0.112928	-0.0323592	-0.756858	-1.50766	-1.03915	0.211161	1.35486	1.83729	-0.0485707	-0.0361835	-0.636088	-1.22363	0.284638	0.954772	-0.204122	0.02506	-0.0868626	-0.479074	-0.992519	0.434795	0.804018	-1.49414	-0.803439	-0.0930402	-0.0660959	-0.408178	-1.21217	1.18919	-1.27279	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	-0.171862	-0.217551	-2.29593	-1.1601	-0.522725	-0.175718	7
692	-0.347565	0.975511	0.984571	1.00242	1.51337	-0.114904	-0.135315	-0.0236261	-0.642292	0.813673	-0.676794	-0.54821	-0.0497981	-0.0492604	-0.1537	-0.0414655	0.406516	1.09058	-1.138	-1.16993	-1.27925	-0.571241	-0.112928	-0.0323592	1.18746	1.10327	0.993858	0.688648	-1.31075	-0.645649	-0.0485707	-0.0361835	0.92074	0.853184	0.446184	0.954772	-1.05456	-0.835459	-0.0868626	-0.479074	-0.992519	-1.11102	0.804018	-0.288475	-0.803439	-0.0930402	-0.0660959	-0.408178	0.199598	-0.366755	1.17313	-0.384334	-0.763807	-0.193176	-0.0161733	-0.304968	1.03295	0.935983	0.708912	-1.1601	-0.522725	-0.175718	5
693	-0.347565	-1.18357	-2.77146	0.341268	0.62259	-0.411513	-0.135315	-0.0236261	-0.642292	-1.94597	-0.427552	1.12259	1.29801	-0.295434	-0.1537	-0.0414655	-0.462026	0.411018	1.56548	1.4348	0.787032	-0.571241	-0.112928	-0.0323592	1.51151	1.10327	1.16327	1.00697	1.18826	-0.645649	-0.0485707	-0.0361835	-0.636088	-0.105347	0.446184	0.954772	0.646313	-0.835459	-0.0868626	-0.479074	-0.992519	-0.492697	1.27897	1.26167	-0.803439	-0.0930402	-0.0660959	-0.408178	-1.38865	-1.33922	1.17313	1.13059	-0.151769	-0.193176	-0.0161733	-0.304968	-1.17588	-2.75532	0.308266	1.61008	0.966749	-0.175718	1
694	-0.347565	0.327787	0.749819	1.00242	0.62259	-0.411513	-0.135315	-0.0236261	-0.314676	0.997649	0.0709327	-0.54821	-0.218274	-0.541607	-0.1537	-0.0414655	-0.75154	0.7508	-0.631097	-1.16993	-1.27925	-0.571241	-0.112928	-0.0323592	-0.756858	0.776901	1.16327	0.529486	-1.14415	-0.645649	-0.0485707	-0.0361835	-0.636088	0.693429	1.09237	0.785856	-0.374209	-0.835459	-0.0868626	-0.479074	-0.992519	-1.11102	0.170742	0.056001	-0.803439	-0.0930402	-0.0660959	-0.408178	-0.68276	-0.950235	0.796834	-0.047684	-0.763807	-0.193176	-0.0161733	-0.304968	0.0289412	0.935983	0.708912	-0.640688	-0.522725	-0.175718	5
695	-0.347565	0.543695	0.0455627	0.120885	1.51337	1.96136	-0.135315	-0.0236261	0.0129401	0.0777677	0.0709327	0.287189	1.29801	2.41247	-0.1537	-0.0414655	-0.75154	-1.62767	-1.138	-0.681543	1.26387	0.824729	-0.112928	-0.0323592	-0.756858	-1.01811	-0.361479	0.84781	0.855054	-0.645649	-0.0485707	-0.0361835	-0.636088	1.1727	1.09237	0.954772	1.15657	0.3119	-0.0868626	-0.479074	-0.8388	1.2077	0.170742	-1.49414	-0.803439	-0.0930402	-0.0660959	-0.408178	0.376069	0.800206	-1.83723	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	0.832152	-0.217551	-2.29593	-1.1601	-0.522725	-0.175718	7
696	-0.347565	0.111879	0.749819	-0.319881	-0.980813	-0.411513	-0.135315	-0.0236261	0.668172	0.997649	0.81866	0.913737	-0.555227	-0.541607	-0.1537	-0.0414655	2.1436	0.241127	-0.969032	0.783614	-0.64347	-0.571241	-0.112928	-0.0323592	2.80772	-0.0390137	-1.5474	0.84781	-0.810953	-0.645649	-0.0485707	-0.0361835	0.609374	0.0544079	-1.33082	0.616941	-0.88447	-0.835459	-0.0868626	-0.479074	-0.992519	0.125631	1.27897	-1.14966	-0.574561	-0.0930402	-0.0660959	-0.408178	-0.506288	1.18919	1.17313	0.962266	2.29638	2.4118	-0.0161733	-0.304968	0.430547	0.935983	0.508589	0.744398	2.70447	0.693323	2
697	-0.347565	0.759603	0.749819	1.00242	0.444435	-0.411513	-0.135315	-0.0236261	-0.642292	-0.658138	-1.17528	-0.33936	1.12954	-0.295434	-0.1537	-0.0414655	-0.75154	-1.62767	-1.138	0.295229	0.628087	-0.571241	-0.112928	-0.0323592	-0.756858	-0.691745	0.655023	1.00697	0.855054	0.181997	-0.0485707	-0.0361835	-0.636088	-1.06388	0.284638	0.616941	-0.88447	-0.26178	-0.0868626	-0.479074	-0.992519	1.2077	-0.620852	-1.49414	-0.803439	-0.0930402	-0.0660959	-0.408178	-0.329817	1.18919	-1.27279	-1.56261	-0.763807	-0.193176	-0.0161733	-0.304968	0.832152	0.0131557	-2.29593	-1.1601	-0.522725	-0.175718	7
698	-0.347565	-0.104029	0.515067	1.00242	1.33521	-0.114904	-0.135315	-0.0236261	-0.642292	0.813673	0.569417	-0.33936	0.287155	-0.0492604	-0.1537	-0.0414655	-0.462026	1.09058	-0.293163	-1.16993	-1.27925	-0.571241	-0.112928	-0.0323592	0.539354	1.10327	1.16327	-0.743811	-1.31075	-0.645649	-0.0485707	-0.0361835	-0.013357	0.0544079	0.446184	0.27911	-1.56482	-0.835459	-0.0868626	-0.479074	-0.992519	-0.183533	1.12066	-1.49414	-0.803439	-0.0930402	-0.0660959	0.587333	0.905484	0.800206	0.232392	-1.56261	-0.763807	-0.193176	-0.0161733	0.772566	0.832152	0.0131557	-1.69497	-1.1601	-0.522725	-0.175718	5
699	-0.347565	-0.967661	-0.893446	0.120885	-0.446345	-0.411513	-0.135315	-0.0236261	-0.642292	-0.290185	1.0679	1.12259	0.624107	-0.541607	-0.1537	-0.0414655	-0.75154	0.241127	1.56548	-0.0303618	0.469142	-0.571241	-0.112928	-0.0323592	-0.756858	0.776901	0.316189	-1.53962	-0.14455	-0.093885	-0.0485707	-0.0361835	-0.636088	1.01294	-0.199999	-1.74787	-0.0340352	0.3119	-0.0868626	-0.479074	1.46699	-0.0289513	-0.937489	0.744952	-0.574561	-0.0930402	-0.0660959	-0.408178	0.552541	0.9947	0.232392	0.962266	-0.763807	-0.193176	-0.0161733	-0.304968	-0.975072	-1.14038	-0.493027	-0.98696	-0.522725	-0.175718	0
700	-0.347565	0.111879	0.984571	0.341268	-0.980813	-0.411513	-0.135315	-0.0236261	1.65102	0.997649	0.569417	0.913737	0.287155	-0.541607	-0.1537	-0.0414655	2.72263	1.09058	-0.631097	-0.0303618	1.26387	-0.292047	-0.112928	-0.0323592	2.80772	0.613718	-1.5474	-0.425487	1.35486	-0.369767	-0.0485707	-0.0361835	-0.636088	-1.22363	-1.49237	0.616941	0.8164	-0.835459	-0.0868626	-0.479074	-0.685081	0.280213	1.27897	0.228239	0.340953	-0.0930402	-0.0660959	-0.408178	0.552541	1.18919	1.17313	1.13059	2.5004	3.71429	-0.0161733	-0.304968	0.0289412	0.935983	-0.0923803	0.22499	1.46324	1.56236	2
701	-0.347565	-1.18357	-0.893446	0.561651	-0.268189	-0.411513	-0.135315	-0.0236261	-0.642292	-1.02609	1.0679	-0.13051	-1.39761	-0.541607	-0.1537	-0.0414655	-0.75154	0.411018	1.05858	-1.00713	-1.27925	-0.571241	-0.112928	-0.0323592	-0.432805	1.10327	-0.361479	-1.38046	-1.31075	-0.645649	-0.0485707	-0.0361835	0.609374	1.33245	1.09237	0.954772	0.476226	-0.548619	-0.0868626	0.202541	1.46699	1.05312	0.170742	0.91719	0.340953	-0.0930402	-0.0660959	-0.408178	0.729013	0.800206	-0.708346	1.13059	0.256257	-0.193176	-0.0161733	-0.304968	-0.975072	-0.909671	0.308266	0.398126	-0.0262337	-0.175718	6
702	-0.347565	0.111879	0.280315	1.00242	0.266279	-0.411513	-0.135315	-0.0236261	0.995788	0.997649	1.0679	0.287189	0.96106	-0.295434	-0.1537	-0.0414655	1.85409	1.09058	0.720642	-1.16993	1.26387	0.545535	-0.112928	-0.0323592	1.18746	1.10327	-0.869731	-1.53962	0.855054	1.28552	-0.0485707	-0.0361835	1.85484	0.853184	-1.49237	-1.74787	0.476226	1.17242	-0.0868626	0.884157	1.46699	-1.11102	-1.25413	0.400477	1.02759	-0.0930402	-0.0660959	0.587333	1.25843	-0.755742	-0.143904	1.13059	0.256257	-0.193176	-0.0161733	-0.304968	0.0289412	0.935983	0.909235	0.744398	-0.522725	-0.175718	0
703	-0.347565	-0.967661	-0.658694	-0.319881	-0.802657	-0.411513	-0.135315	-0.0236261	-0.642292	-1.02609	1.0679	1.12259	-0.0497981	-0.541607	-0.1537	-0.0414655	-0.75154	-0.608328	1.56548	1.4348	0.310198	-0.571241	-0.112928	-0.0323592	-0.756858	-0.36538	1.16327	1.00697	0.355252	-0.645649	-0.0485707	-0.0361835	-0.636088	-0.904124	1.09237	0.954772	-0.374209	-0.835459	-0.0868626	-0.479074	-0.8388	1.36229	1.27897	0.228239	-0.803439	-0.0930402	-0.0660959	-0.408178	0.0231264	1.18919	1.17313	0.962266	-0.559794	-0.193176	-0.0161733	-0.304968	-0.975072	-1.37108	-0.493027	0.398126	-0.0262337	-0.175718	1
704	-0.347565	1.62324	0.984571	1.00242	1.69153	-0.411513	-0.135315	-0.0236261	0.668172	0.997649	0.320175	-0.757059	-0.89218	-0.541607	-0.1537	-0.0414655	0.69603	1.09058	0.720642	-1.00713	-1.27925	-0.571241	-0.112928	-0.0323592	1.51151	1.10327	1.16327	0.370324	-1.31075	-0.645649	-0.0485707	-0.0361835	0.298009	0.214163	-0.523091	0.954772	-1.39473	-0.835459	-0.0868626	-0.479074	-0.992519	-0.647279	1.27897	-0.805188	-0.803439	-0.0930402	-0.0660959	-0.408178	-0.153345	0.0222322	1.17313	-1.05763	-0.763807	-0.193176	-0.0161733	0.772566	1.43456	0.935983	0.508589	-1.1601	-0.522725	-0.175718	5
705	-0.347565	-0.535845	0.515067	-0.319881	-0.980813	-0.411513	-0.135315	-0.0236261	0.668172	0.813673	0.0709327	0.913737	-1.06066	-0.541607	-0.1537	-0.0414655	2.43311	0.920691	-0.969032	0.620819	-0.484525	-0.571241	-0.112928	-0.0323592	2.15962	0.450535	-1.5474	0.0519993	-0.14455	-0.645649	-0.0485707	-0.0361835	-0.324723	-1.06388	-1.49237	0.785856	-0.374209	-0.835459	-0.0868626	-0.479074	-0.992519	-0.0289513	1.27897	-0.460713	-0.345682	-0.0930402	-0.0660959	-0.408178	-1.21217	1.18919	1.17313	1.13059	2.5004	3.71429	-0.0161733	-0.304968	-0.77427	0.0131557	-0.0923803	0.22499	1.46324	2.4314	2
706	-0.347565	0.975511	0.984571	-0.760647	-0.980813	-0.411513	-0.135315	-0.0236261	0.340556	0.997649	0.569417	0.704888	-1.06066	-0.541607	-0.1537	-0.0414655	0.985544	0.580909	-0.124195	1.4348	-0.961359	-0.571241	-0.112928	-0.0323592	-0.108752	-0.36538	-0.192062	1.00697	-1.14415	-0.645649	-0.0485707	-0.0361835	-0.636088	-0.904124	1.09237	-0.0587205	-1.56482	-0.835459	-0.0868626	-0.138266	0.85211	1.36229	-0.462533	-1.14966	-0.345682	-0.0930402	-0.0660959	1.58284	1.4349	1.18919	1.17313	0.962266	2.09237	1.10931	-0.0161733	-0.304968	0.631349	0.0131557	-0.0923803	0.917533	2.70447	0.693323	2
707	0.805856	1.62324	0.984571	1.00242	0.800746	-0.411513	-0.135315	-0.0236261	0.0129401	0.997649	0.320175	-0.33936	0.455631	-0.0492604	-0.1537	-0.0414655	0.69603	1.09058	-0.46213	-1.16993	-1.27925	-0.571241	-0.112928	-0.0323592	1.51151	1.10327	1.16327	0.370324	-1.31075	-0.645649	-0.0485707	-0.0361835	-0.324723	-0.105347	-0.361545	0.954772	-1.56482	-0.835459	-0.0868626	-0.479074	-0.992519	-0.647279	1.27897	-0.977426	-0.803439	-0.0930402	-0.0660959	-0.408178	1.08196	0.800206	0.984982	-1.05763	-0.763807	-0.193176	-0.0161733	-0.304968	0.631349	0.0131557	-0.893673	-1.1601	-0.522725	-0.175718	5
