	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	estado
192	0.20188	-0.69023	-0.78878	-0.46953	0.30234	1.89025	1.96017	2.10759	-0.55289	-0.76952	-0.75372	1.42444	-0.43681	0.33251	-0.52250	-0.36602	1.73409	-0.59018	0.34080	-0.54840	-0.66139	1.77677	-0.74372	0.40113	-0.55707	-1.15690	-0.14294	-0.79287	-0.95184	-0.97376	-0.97511	-0.97221	ac
193	-0.56148	0.37046	-0.03621	-0.45379	-0.70888	-0.19347	-0.19134	-0.18098	-0.10130	0.43068	-0.19432	-0.26873	-0.15391	0.22502	-0.41433	0.53134	-0.08578	-0.33065	0.16915	-0.41455	0.30816	0.30755	-0.10630	0.20026	-0.30252	0.54695	0.72366	0.72491	0.51273	0.39052	0.38522	0.38827	v/at
194	-0.58275	0.54497	0.26189	-0.28809	-0.71961	0.57001	0.55283	0.75118	0.81961	-0.07576	-0.07438	0.30072	-0.37239	0.33503	-0.46428	0.09269	0.60357	-0.01329	-0.42205	-0.16633	0.43922	1.15505	0.03218	-0.34861	-0.16442	0.31922	0.73930	0.79816	0.65176	0.58028	0.52395	0.44235	ac
195	-0.46427	0.11713	-0.20274	-0.59163	-0.47157	0.08088	0.02051	0.02189	-0.35723	-0.43854	-0.56530	-0.49508	-0.57827	0.06035	-0.56104	-0.08187	0.41267	-0.53025	0.14789	-0.50800	-0.08226	0.51468	-0.46854	0.33659	-0.44440	-0.07451	0.45859	0.42337	0.23653	0.16379	0.11063	-0.00022	ac
196	0.03961	-0.58457	-0.60678	-0.73505	-0.01855	-0.21953	-0.22674	-0.27921	-0.46484	-0.61484	-0.57565	-0.79670	-0.80827	0.12849	-0.59677	-0.83412	0.24128	-0.72465	0.21175	-0.57303	-0.72567	-0.16749	-0.71469	0.43322	-0.54040	-0.77677	0.08734	-0.34337	-0.52112	-0.55348	-0.56218	-0.57944	ac
197	-0.40283	-0.11471	-0.51616	-0.59430	-0.29338	1.07438	1.06016	1.02223	-0.49136	-0.43999	-0.51715	0.31100	-0.50797	0.07466	-0.58538	0.00154	1.28588	-0.63041	0.12791	-0.57712	-0.24956	1.35575	-0.61911	0.36857	-0.53863	-0.36955	0.34652	0.07734	-0.16291	-0.22094	-0.21781	-0.25593	ac
198	-0.51426	0.36205	-0.05468	-0.20574	-0.56103	0.42851	0.36078	0.31752	-0.00671	-0.43748	-0.47673	-0.10223	-0.25153	0.27221	-0.31506	0.21694	0.65937	-0.18592	0.38486	-0.29674	0.29216	0.90231	-0.26543	0.31136	-0.35221	0.12855	0.52019	0.50468	0.32007	0.25531	0.22336	0.18022	ac
199	-0.17344	-0.25308	-0.26241	-0.71974	-0.33402	0.56694	0.52265	0.49197	0.08733	-0.48649	-0.50718	-0.02980	-0.63073	0.28171	-0.49445	-0.50815	0.83522	-0.66829	0.14768	-0.54019	-0.53569	1.16969	-0.60114	0.29463	-0.46880	-0.53192	0.40647	0.13540	-0.13453	-0.23502	-0.26721	-0.29020	ac
200	-0.54336	0.40873	0.05004	-0.30231	-0.57695	1.15485	1.17001	1.19989	0.25267	-0.46747	-0.38187	0.54329	-0.58790	0.07569	-0.51706	-0.19920	1.21062	-0.03777	-0.56506	-0.13203	0.43427	1.51277	-0.01997	-0.52209	-0.10439	0.08324	0.57648	0.57580	0.41262	0.35491	0.33635	0.30003	ac
201	-0.32484	-0.19642	-0.46577	-0.66885	-0.25446	1.42086	1.39862	1.35037	-0.48108	-0.47307	-0.56717	0.61840	-0.61938	0.08083	-0.59968	-0.20893	1.52737	-0.65453	0.11218	-0.56951	-0.34244	1.81672	-0.66876	0.31541	-0.53477	-0.74249	0.31862	0.03325	-0.19669	-0.24644	-0.24360	-0.26617	ac
202	-0.48124	0.24176	-0.12572	-0.21122	-0.32070	1.35636	1.41629	1.43626	-0.35723	-0.21574	-0.36442	0.76002	-0.37693	-0.06720	-0.44408	0.13961	1.34728	-0.07834	-0.95462	0.02322	0.25929	1.70879	-0.05565	-0.88919	0.14563	-0.18486	0.33216	0.17244	-0.01882	-0.06597	-0.06237	-0.08286	ac
203	0.19395	-0.78955	-0.73927	-0.75381	0.13943	0.93578	0.91320	0.90166	-0.41097	-0.17401	-0.34253	0.20345	-0.69220	0.11632	-0.61834	-0.69497	1.14544	-0.80064	0.13665	-0.60082	-0.98694	1.43972	-0.78817	0.37280	-0.56152	-1.04220	-0.01950	-0.54606	-0.76783	-0.79620	-0.80033	-0.80776	ac
204	-0.14368	-0.16682	-0.18144	-0.51705	-0.12716	1.03290	1.08559	1.13374	0.56032	-0.23783	-0.40243	0.34717	-0.65020	0.04092	-0.58104	-0.39014	1.17860	-0.37809	-0.59605	-0.26243	-0.33598	1.42827	-0.37735	-0.28678	-0.25370	-0.42919	0.17657	-0.12432	-0.23125	-0.23227	-0.22542	-0.24295	ac
205	-0.45189	0.03346	-0.30273	-0.59491	-0.40713	1.43328	1.39091	1.38047	-0.26950	-0.29704	-0.29936	0.56601	-0.51465	0.09922	-0.56911	-0.01524	1.56596	-0.57704	0.10368	-0.54685	-0.13300	1.75604	-0.59165	0.28772	-0.51189	-0.54741	0.48591	0.30073	0.06699	-0.00753	-0.00623	-0.03133	ac
206	-0.04539	-0.56847	-0.61463	-0.80638	-0.15810	1.40004	1.38086	1.34557	-0.32696	-0.59454	-0.41639	0.48501	-0.90248	-0.03023	-0.65945	-0.94514	1.55790	-0.76925	0.14898	-0.59615	-0.76781	1.91330	-0.77317	0.35358	-0.55160	-1.13890	0.25032	-0.12493	-0.38159	-0.42098	-0.42154	-0.41420	ac
207	-0.12933	-0.25757	-0.39677	-0.50908	-0.03976	0.37550	0.42938	0.46062	-0.47995	-0.41495	-0.53200	-0.14400	-0.72779	-0.02752	-0.60209	-0.52310	0.64788	-0.39713	-0.56238	-0.29597	-0.33543	0.65281	-0.41434	-0.18309	-0.31556	-0.37480	0.14194	-0.21713	-0.35871	-0.39082	-0.41251	-0.43624	ac
208	-0.29252	0.06923	0.17894	0.10165	-0.16068	1.90228	1.85455	1.76314	0.47808	1.00887	0.58720	0.93719	0.17320	-0.26993	-0.27360	0.29772	1.93741	0.01406	-0.42662	-0.21614	0.02607	1.61027	-0.16196	-0.37352	-0.06195	-0.07294	0.27992	-0.11838	-0.23841	-0.27931	-0.32121	-0.37980	ac
209	-0.69750	0.92672	0.69843	0.27886	-0.73721	0.57434	0.60583	0.66737	0.35916	0.04724	0.13188	0.28182	-0.19789	0.19571	-0.30129	0.37896	0.64025	0.64434	-1.12150	0.44412	0.98198	0.70475	0.62743	-1.05151	0.39916	0.88010	0.68509	0.88064	0.83080	0.81625	0.81451	0.82811	ac
210	-0.43837	0.23593	-0.03173	-0.29876	-0.33060	0.90980	0.95707	0.95213	0.22205	-0.41421	-0.39584	0.27435	-0.53033	0.18508	-0.51263	-0.12300	1.05678	-0.11293	-0.71285	-0.07314	0.23174	1.25366	-0.13561	-0.50653	-0.08755	0.05557	0.38474	0.20077	0.07769	0.04462	0.03030	0.00899	ac
211	-0.58799	0.59777	0.13579	0.51267	-0.43496	-0.41059	-0.39940	-0.30589	0.03420	-0.19172	-0.17081	-0.78952	0.39743	-0.42660	0.08425	0.89930	-0.35072	0.44788	-0.91702	0.08896	0.70931	0.18942	0.69638	-0.96020	0.33458	0.93034	0.47987	0.32134	0.14577	0.11494	0.12311	0.09758	ac
212	-0.38069	-0.07747	-0.47600	-0.60584	-0.39785	-0.31387	-0.34155	-0.35317	-0.56084	-0.49541	-0.59216	-0.72732	-0.70057	0.00574	-0.60902	-0.33972	-0.00899	-0.57149	0.17613	-0.54782	-0.11890	0.09883	-0.56286	0.38307	-0.51686	-0.19563	0.44047	0.21886	-0.03871	-0.14200	-0.17422	-0.19235	ac
213	0.28642	-0.75726	-0.54411	-0.82709	-0.00794	0.71725	0.70783	0.69620	-0.44203	-0.48607	-0.66580	-0.02262	-0.85396	0.11654	-0.60410	-1.05004	0.99517	-0.78744	0.10343	-0.56984	-1.08236	1.41972	-0.75349	0.32504	-0.52981	-1.07343	0.09488	-0.33580	-0.54780	-0.58369	-0.61231	-0.65298	ac
214	-0.19637	-0.26952	-0.37071	-0.71691	-0.32949	0.39148	0.38357	0.35606	0.06660	-0.45610	-0.34256	-0.19639	-0.68037	0.21880	-0.53802	-0.50918	0.66879	-0.66887	0.19046	-0.54608	-0.51864	1.08808	-0.63670	0.37467	-0.51753	-0.54095	0.37013	0.11002	-0.11201	-0.17875	-0.20600	-0.24293	ac
215	-0.05583	-0.46040	-0.57724	-0.72828	-0.06795	-0.07471	-0.04961	-0.05490	-0.42597	-0.49301	-0.67976	-0.68455	-0.94731	-0.04339	-0.66808	-1.13740	0.35339	-0.64440	-0.05026	-0.54217	-0.47223	0.10970	-0.64584	0.24364	-0.51030	-0.58080	0.17030	-0.22538	-0.41889	-0.45412	-0.45014	-0.44087	ac
216	-0.24214	-0.15778	-0.19515	-0.68891	-0.35006	1.01566	0.96072	0.95369	0.20841	-0.23444	-0.39827	0.19823	-0.64475	0.25518	-0.50104	-0.50162	1.26315	-0.61154	0.19509	-0.51032	-0.42877	1.60085	-0.62077	0.27770	-0.49164	-0.65723	0.42230	0.14585	-0.04887	-0.10098	-0.11578	-0.14068	ac
217	-0.18569	-0.21996	-0.35868	-0.65155	-0.23963	-0.01274	-0.07745	-0.08414	-0.47321	-0.15421	-0.49907	-0.63737	-0.75464	0.07464	-0.60101	-0.64616	0.42281	-0.58330	0.08357	-0.51138	-0.33593	0.18444	-0.56334	0.32401	-0.47687	-0.37522	0.27850	0.00613	-0.18148	-0.26522	-0.26852	-0.30863	ac
218	-0.44013	0.09300	-0.16031	-0.61285	-0.52086	0.96931	0.95074	0.94604	-0.19043	0.15423	-0.04142	0.04805	-0.62196	0.08659	-0.54880	-0.23294	1.23695	-0.54486	0.12076	-0.50366	-0.13581	1.43073	-0.53303	0.29997	-0.47553	-0.31647	0.52006	0.47826	0.24492	0.15465	0.14643	0.12349	ac
219	-0.45350	0.26820	0.07356	-0.39206	-0.49249	1.03250	0.95516	0.92359	0.02247	0.11380	-0.06203	0.12450	-0.39164	-0.00951	-0.34385	0.03162	1.27804	-0.31042	-0.08066	-0.30503	0.09549	1.41585	-0.34286	-0.02983	-0.30427	-0.17961	0.53273	0.45006	0.25934	0.21097	0.20865	0.18187	ac
220	-0.01340	-0.51183	-0.55323	-0.75023	-0.10529	0.51191	0.49925	0.47576	-0.52369	-0.51439	-0.56478	-0.27155	-0.86201	0.04857	-0.61942	-1.00335	0.90489	-0.71440	0.17968	-0.56173	-0.66080	0.86245	-0.68314	0.36453	-0.47141	-0.69393	0.14080	-0.19474	-0.40596	-0.45963	-0.45695	-0.44299	ac
221	-0.17773	-0.40765	-0.63658	-0.62634	0.00360	1.55635	1.54406	1.53768	-0.55106	-0.47679	-0.62303	0.66673	-0.61271	0.04960	-0.62561	-0.40962	1.67353	-0.66678	0.10932	-0.57409	-0.42249	1.80885	-0.71151	0.32629	-0.54637	-0.80286	0.02368	-0.33888	-0.57024	-0.60939	-0.60605	-0.60112	ac
222	0.03942	-0.63486	-0.61944	-0.81703	-0.06586	0.70583	0.66261	0.60205	-0.50118	-0.60952	-0.73921	-0.00927	-0.88910	0.02934	-0.65420	-1.00598	1.00653	-0.78088	0.12047	-0.59974	-0.80614	1.07943	-0.76122	0.37066	-0.55835	-0.88355	0.18056	-0.27168	-0.48553	-0.55216	-0.55839	-0.56148	ac
223	0.34363	-0.68151	-0.49355	-0.76163	-0.03140	0.21818	0.29323	0.40945	-0.49230	-0.40821	-0.64398	-0.62249	-0.83902	-0.02822	-0.58856	-1.12463	0.53496	-0.72056	0.18440	-0.54963	-0.96148	1.01189	-0.68728	0.36158	-0.51723	-0.90675	0.09799	-0.28463	-0.44237	-0.44346	-0.43750	-0.45402	ac
224	-0.23199	-0.08443	-0.19858	-0.43150	-0.26980	1.10220	1.13071	1.21010	0.01502	-0.56804	-0.55726	0.50386	-0.76985	-0.10458	-0.53750	-0.72905	1.22423	-0.21439	-0.90850	-0.07295	-0.12140	1.44378	-0.15560	-0.79240	0.13273	-0.18198	0.31523	0.08171	-0.10069	-0.12960	-0.13010	-0.13729	ac
225	0.01116	-0.41750	-0.47909	-0.70719	-0.07707	0.94022	0.97479	1.00860	-0.34835	-0.18473	-0.46158	0.18216	-0.74688	0.08443	-0.61416	-0.69634	1.15397	-0.65906	0.00037	-0.54379	-0.59206	1.42150	-0.64524	0.23852	-0.50879	-0.65823	0.12849	-0.22002	-0.38168	-0.41242	-0.40783	-0.40862	ac
226	-0.33168	-0.17123	-0.48583	-0.59624	-0.24186	1.02347	1.02804	0.97592	-0.42273	-0.45208	-0.53538	0.13661	-0.55712	0.03523	-0.58644	-0.21879	1.30569	-0.62146	0.08910	-0.55108	-0.29184	1.27337	-0.60615	0.24769	-0.43950	-0.40535	0.27188	0.00570	-0.21572	-0.27188	-0.27987	-0.29873	ac
227	0.04238	-0.59143	-0.65981	-0.62656	0.04257	0.34429	0.36344	0.36421	-0.54348	-0.64635	-0.77722	-0.31461	-0.52700	0.15812	-0.57770	-0.42869	0.65645	-0.70467	0.16837	-0.58439	-0.71003	0.86163	-0.66602	0.22793	-0.41870	-0.67230	0.00929	-0.42081	-0.61441	-0.66133	-0.68191	-0.71453	ac
228	-0.14761	-0.39060	-0.62951	-0.59088	-0.06144	0.60607	0.62799	0.61708	-0.41736	-0.61551	-0.75479	-0.08195	-0.50289	-0.02135	-0.56360	-0.18854	0.87067	-0.66826	0.10947	-0.57620	-0.49632	1.06044	-0.66783	0.33273	-0.53416	-0.55528	0.10519	-0.24488	-0.46532	-0.51066	-0.52030	-0.54873	ac
229	-0.11313	-0.50330	-0.67893	-0.63611	-0.04009	0.50818	0.52437	0.53110	-0.49174	-0.60306	-0.75836	-0.08510	-0.54366	0.05477	-0.60596	-0.34018	0.77539	-0.70933	0.14668	-0.59338	-0.59920	0.92197	-0.71679	0.37113	-0.55083	-0.69939	0.14861	-0.31228	-0.55341	-0.62608	-0.66236	-0.67728	ac
230	-0.32749	-0.11821	-0.48255	-0.50994	-0.22740	0.99460	1.01321	1.05586	-0.13824	-0.42132	-0.64612	0.17034	-0.40300	0.17562	-0.54879	-0.03398	1.19429	-0.56706	0.18464	-0.55216	-0.17900	1.50176	-0.60529	0.36336	-0.53051	-0.45071	0.30636	-0.02026	-0.24330	-0.30198	-0.31953	-0.32657	ac
231	-0.35675	-0.06189	-0.38075	-0.63638	-0.37016	0.77101	0.86954	0.92196	-0.18280	-0.31699	-0.30358	0.21550	-0.70498	0.02600	-0.60333	-0.41173	0.84705	-0.54898	0.07354	-0.53463	-0.08312	1.20742	-0.53413	0.26281	-0.47479	-0.20576	0.39194	0.19435	-0.06494	-0.16467	-0.15287	-0.17184	ac
232	-0.30521	-0.13593	-0.42459	-0.64439	-0.32331	0.90886	0.92065	0.94912	-0.38645	-0.22276	-0.36698	0.08862	-0.62711	0.07871	-0.59074	-0.27390	1.16109	-0.62195	0.13489	-0.55965	-0.28829	1.41860	-0.60989	0.35925	-0.52681	-0.41527	0.31374	0.16749	-0.06554	-0.12820	-0.13080	-0.13720	ac
233	-0.22224	-0.25115	-0.48222	-0.67125	-0.26422	0.96389	0.97400	0.93022	-0.02568	-0.40855	-0.47864	0.07580	-0.69081	0.04210	-0.58453	-0.43007	1.24157	-0.66407	0.13829	-0.55553	-0.44140	1.38478	-0.64804	0.32113	-0.50105	-0.55397	0.29107	0.07439	-0.16606	-0.22476	-0.23757	-0.23674	ac
234	-0.34622	0.03724	0.01781	-0.50215	-0.46639	1.10607	1.08970	1.02625	0.94674	-0.07748	-0.19044	0.31253	-0.60162	-0.41840	-0.30050	-0.45608	1.25637	-0.33901	-0.67601	-0.09347	-0.09199	1.65385	-0.31299	-0.59450	0.08574	-0.37984	0.54678	0.30246	0.08914	0.07767	0.08544	0.06992	ac
235	-0.38738	0.04096	-0.23661	-0.56415	-0.41279	1.41124	1.41768	1.39041	-0.19779	0.17185	-0.38324	0.47889	-0.59932	-0.08375	-0.48167	-0.23701	1.55311	-0.50109	-0.12016	-0.39082	-0.09404	1.80822	-0.45743	-0.33705	0.07557	-0.57859	0.46031	0.27704	0.07235	0.01605	0.03399	0.06702	ac
236	-0.05981	-0.51236	-0.58005	-0.77249	-0.13939	0.84920	0.86995	0.87041	-0.45597	-0.72527	-0.72586	-0.01726	-0.92765	-0.10533	-0.64743	-1.13843	1.14239	-0.71679	0.06779	-0.57407	-0.58347	1.39836	-0.68819	0.32516	-0.52940	-0.67451	0.19327	-0.14255	-0.39861	-0.44506	-0.42589	-0.42461	ac
237	-0.20620	-0.38127	-0.64201	-0.65280	-0.02767	0.62204	0.63740	0.65121	-0.53317	-0.67674	-0.66550	-0.20433	-0.75797	-0.00220	-0.64377	-0.52408	0.96981	-0.66389	0.13173	-0.57985	-0.37689	1.01295	-0.68147	0.35908	-0.54334	-0.56195	0.10986	-0.28306	-0.49778	-0.54947	-0.53972	-0.52305	ac
238	0.06205	-0.61938	-0.65115	-0.78299	0.01099	0.15828	0.17023	0.16948	-0.52564	-0.66405	-0.75473	-0.61670	-0.92554	-0.02933	-0.66093	-1.11363	0.60238	-0.75488	0.12238	-0.59361	-0.71963	0.51864	-0.72904	0.35915	-0.54509	-0.78895	0.03313	-0.33476	-0.51797	-0.54495	-0.54167	-0.55299	ac
239	0.01355	-0.33437	-0.32346	-0.64908	-0.12897	0.96790	0.98907	1.03112	0.35658	-0.21276	-0.35195	0.23359	-0.79672	0.04194	-0.59320	-0.84311	1.16313	-0.52726	-0.23994	-0.43066	-0.51419	1.55659	-0.51485	0.00828	-0.41179	-0.58799	0.17535	-0.13609	-0.24996	-0.28996	-0.31000	-0.32873	ac
240	-0.69262	0.79428	0.24150	0.14707	-0.72842	0.55714	0.61715	0.61013	1.21000	0.11269	-0.14953	0.31416	-0.12608	0.08583	-0.29975	0.50768	0.57529	0.34116	0.20722	-0.01985	0.97157	0.89811	0.31159	-0.10365	-0.10011	0.75132	0.68142	0.78301	0.61943	0.55005	0.52655	0.52414	v/at
241	-0.17761	-0.45383	-0.67496	-0.67545	-0.08983	1.28402	1.28195	1.31271	-0.48773	-0.54800	-0.75664	0.35033	-0.71409	0.02915	-0.63774	-0.47017	1.48314	-0.70516	0.14755	-0.59246	-0.50473	1.71908	-0.73265	0.36746	-0.55829	-0.81908	0.15200	-0.29287	-0.55513	-0.59805	-0.60190	-0.60745	ac
242	0.36503	-0.91859	-0.68688	-0.87344	0.02843	0.64476	0.67142	0.71200	-0.21081	-0.72339	-0.79890	-0.23318	-1.01354	-0.02763	-0.67474	-1.54736	0.98927	-0.83353	0.13449	-0.60650	-1.12037	1.30748	-0.80814	0.38505	-0.56461	-1.15501	0.08504	-0.43993	-0.65699	-0.65548	-0.66584	-0.65879	ac
243	-0.14725	-0.35606	-0.60385	-0.55458	0.02965	0.66641	0.71872	0.81233	-0.28605	-0.59379	-0.49630	-0.19677	-0.59753	0.05202	-0.59377	-0.35089	0.97261	-0.59863	0.09789	-0.54956	-0.32116	1.20868	-0.61899	0.28302	-0.50565	-0.46940	0.04933	-0.39627	-0.55030	-0.56770	-0.55916	-0.54411	ac
244	0.53336	-1.03426	-0.76651	-0.86174	0.20881	0.08149	0.08566	0.09228	-0.35631	-0.74509	-0.77105	-0.53374	-0.98906	-0.00840	-0.66897	-1.47718	0.50693	-0.83362	0.11918	-0.60456	-1.15123	0.31195	-0.83281	0.36997	-0.56700	-1.29996	-0.08193	-0.65828	-0.88078	-0.89842	-0.90963	-0.91008	ac
245	-0.56451	0.46586	-0.08307	-0.12934	-0.34391	-0.54107	-0.53191	-0.47174	-0.27451	-0.46478	-0.29384	-0.72359	-0.31348	0.35425	-0.43514	0.21694	-0.33685	0.02711	-0.11416	-0.22018	0.62866	-0.26933	-0.00405	-0.05886	-0.24503	0.56417	0.31108	0.25289	0.15728	0.12160	0.11154	0.09152	ac
246	-0.56735	0.53747	0.13113	0.15610	-0.41368	0.51595	0.61170	0.73658	0.92020	0.00718	0.37069	0.33153	-0.50724	0.14105	-0.51977	-0.06503	0.53835	0.48742	-0.93918	0.00482	0.60729	0.78746	0.30839	-0.43737	-0.15090	0.55272	0.37463	0.43951	0.33225	0.16535	0.07452	0.00403	ac
247	-0.61335	0.66788	0.49862	-0.16057	-0.71680	-0.39939	-0.41875	-0.47561	-0.01893	0.75193	0.25094	-0.31533	-0.14148	0.51543	-0.26363	0.30047	-0.34020	0.06866	-0.24749	-0.15481	0.54574	-0.17840	0.41384	-0.36697	0.10631	0.80314	0.67543	0.77942	0.66783	0.58849	0.59999	0.60632	ac
248	-0.23251	-0.27597	-0.47541	-0.72491	-0.29618	0.28127	0.29959	0.32243	-0.52608	-0.21910	-0.43658	-0.36973	-0.70026	0.06336	-0.61482	-0.41288	0.61676	-0.71159	0.14654	-0.58841	-0.54151	0.70161	-0.65726	0.39762	-0.53903	-0.49444	0.29491	0.11721	-0.14008	-0.21191	-0.22465	-0.22120	ac
249	-0.28056	-0.28395	-0.58365	-0.61733	-0.14542	0.82470	0.82703	0.83960	-0.47283	-0.32942	-0.57954	0.08106	-0.52291	0.05870	-0.60096	-0.12564	1.08599	-0.67068	0.10468	-0.58272	-0.40699	1.15654	-0.67384	0.34688	-0.54250	-0.53686	0.19676	-0.17316	-0.39527	-0.45561	-0.46511	-0.49042	ac
250	0.08956	-0.69241	-0.69681	-0.72409	0.08912	0.57293	0.59180	0.60995	-0.13331	-0.66062	-0.65527	0.00030	-0.68924	0.00776	-0.61989	-0.64690	0.84111	-0.76593	0.10487	-0.59545	-0.81796	0.85747	-0.75167	0.34445	-0.55159	-0.85814	-0.04381	-0.48580	-0.69207	-0.70595	-0.73983	-0.74886	ac
251	-0.06200	-0.55007	-0.71694	-0.67070	0.05442	1.09501	1.09543	1.09494	-0.31185	-0.77271	-0.76937	0.22464	-0.72253	0.06613	-0.63595	-0.62903	1.34190	-0.70827	0.15942	-0.59260	-0.54224	1.48494	-0.73257	0.38582	-0.55889	-0.76884	0.02446	-0.45787	-0.68713	-0.72096	-0.71376	-0.72094	ac
252	0.15430	-0.70675	-0.66770	-0.78475	0.03237	0.54797	0.54519	0.52379	-0.67901	-0.55538	-0.82029	-0.17070	-0.92221	-0.00781	-0.66104	-1.13568	0.87661	-0.74516	0.08001	-0.56887	-0.77963	1.01078	-0.74286	0.34984	-0.54268	-0.87316	0.03234	-0.40771	-0.58221	-0.61064	-0.61427	-0.64936	ac
253	-0.01579	-0.65184	-0.73832	-0.71153	0.12442	0.37547	0.37117	0.35348	-0.28238	-0.79725	-0.81807	-0.35035	-0.82412	-0.02196	-0.66061	-0.76709	0.77089	-0.73192	0.13930	-0.59881	-0.63416	0.63121	-0.75620	0.37728	-0.56079	-0.84969	-0.00794	-0.56151	-0.73316	-0.74995	-0.77109	-0.78632	ac
254	0.28829	-0.89679	-0.79065	-0.73691	0.18032	0.23842	0.24851	0.25381	-0.18938	-0.78361	-0.84460	-0.33921	-0.74388	0.07271	-0.64411	-0.79940	0.56261	-0.78859	0.15826	-0.60510	-0.98112	0.64030	-0.79557	0.38366	-0.56437	-1.06787	-0.05081	-0.63407	-0.87423	-0.90830	-0.92746	-0.95643	ac
255	0.35136	-1.02828	-0.78548	-0.86352	0.13845	0.05971	0.09180	0.16389	-0.10948	-0.68079	-0.66500	-0.15682	-1.01107	-0.02858	-0.67860	-1.54449	0.25145	-0.80859	0.09807	-0.60783	-0.99771	0.58584	-0.82283	0.36169	-0.56831	-1.24914	-0.14769	-0.55672	-0.82682	-0.86747	-0.85261	-0.88944	ac
256	-0.59653	0.59304	-0.04326	0.18981	-0.49311	0.08634	0.11197	0.13078	-0.26205	-0.34400	-0.46210	-0.31701	-0.12479	-0.24968	-0.14476	0.47234	0.24344	0.21760	-0.38188	0.10033	0.79255	0.57464	0.30930	-0.65563	0.24244	0.80608	0.50287	0.43651	0.26497	0.21565	0.19620	0.18317	ac
257	-0.16364	-0.39849	-0.54481	-0.76523	-0.22999	0.56469	0.55205	0.54606	0.03567	-0.56483	-0.56584	-0.15022	-0.86294	-0.06282	-0.64693	-0.80381	0.86876	-0.72913	0.11313	-0.58811	-0.58242	1.12272	-0.68362	0.36686	-0.54073	-0.58206	0.24656	0.00569	-0.23177	-0.28607	-0.28451	-0.30969	ac
258	-0.42125	0.02597	-0.42889	-0.46762	-0.18010	0.60766	0.61588	0.61853	-0.41656	-0.55166	-0.47494	-0.03539	-0.43418	0.11729	-0.54512	0.13073	0.87720	-0.46547	-0.00382	-0.47488	0.04571	0.83617	-0.49931	0.22264	-0.45909	-0.13935	0.21301	-0.06999	-0.25949	-0.30285	-0.29760	-0.30194	ac
259	0.22406	-0.80048	-0.78644	-0.62730	0.30030	-0.08992	-0.01322	0.02314	-0.40859	-0.84900	-0.80877	-0.78985	-0.62223	0.13754	-0.62035	-0.67136	0.35305	-0.71022	0.20295	-0.59294	-0.76991	0.05752	-0.75647	0.40214	-0.56119	-0.88833	-0.23565	-0.76772	-0.93744	-0.94379	-0.95236	-0.96258	ac
260	-0.24285	-0.27584	-0.50634	-0.69631	-0.13843	0.60820	0.60468	0.60341	-0.46789	-0.67846	-0.58919	-0.03099	-0.80498	-0.05861	-0.62615	-0.62416	0.90731	-0.65058	0.05294	-0.56227	-0.31998	0.82815	-0.64036	0.29500	-0.50857	-0.45260	0.16317	-0.13261	-0.31891	-0.36309	-0.35529	-0.36681	ac
261	-0.29479	-0.26791	-0.50134	-0.74105	-0.37212	0.84736	0.84317	0.83055	-0.01768	-0.61606	-0.53027	0.06728	-0.81039	-0.05602	-0.65014	-0.58807	1.10100	-0.70838	0.14805	-0.59229	-0.48268	1.36913	-0.66856	0.40154	-0.54924	-0.54059	0.42882	0.19926	-0.06327	-0.13767	-0.14803	-0.16987	ac
262	0.04176	-0.55661	-0.64370	-0.67804	0.06454	0.43187	0.39385	0.31867	-0.30948	-0.80902	-0.75763	-0.14778	-0.73248	0.15726	-0.60448	-0.75099	0.78790	-0.68424	0.20000	-0.57434	-0.57060	0.59362	-0.72598	0.37771	-0.54839	-0.75404	0.03366	-0.43952	-0.61921	-0.63983	-0.63698	-0.64389	ac
263	-0.65140	0.50655	-0.04588	-0.38760	-0.88930	0.80508	0.80335	0.81398	0.88727	0.04296	-0.09653	0.56310	-0.54456	0.04425	-0.57712	0.00733	0.81860	-0.26238	0.12187	-0.44210	0.44627	1.14118	-0.18129	0.17414	-0.38018	0.37408	0.82739	0.99995	0.73447	0.55866	0.47202	0.41352	ac
264	-0.69427	0.82404	0.19222	0.46047	-0.78051	0.39028	0.43354	0.52243	-0.09315	0.07320	-0.24325	-0.09443	0.29394	-0.79258	0.17133	0.88195	0.47560	0.41709	-0.95485	0.37371	0.91025	1.04204	0.66393	-1.49491	0.72000	0.77043	0.74689	0.90579	0.71914	0.62741	0.57954	0.53744	ac
265	-0.49348	0.28199	0.13234	-0.48477	-0.55971	1.23651	1.11664	1.03241	0.08593	0.21169	0.12811	0.56233	-0.42001	0.30846	-0.43125	-0.04635	1.35021	-0.37820	0.24323	-0.41522	0.08367	1.63356	-0.48092	0.22479	-0.44414	-0.45664	0.54865	0.55129	0.34547	0.27495	0.25320	0.22975	ac
266	-0.46994	0.15653	-0.23681	-0.52028	-0.48952	0.83684	0.85546	0.91214	-0.37238	-0.35361	-0.54547	0.32349	-0.72048	0.01257	-0.59963	-0.39025	0.95556	-0.33543	-0.28338	-0.39183	0.15809	1.31980	-0.23451	-0.13192	-0.30562	0.12550	0.49474	0.40530	0.17239	0.09111	0.09050	0.05618	ac
