	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	clase
212	-0.04257	0.14516	0.53901	-0.04799	-0.11118	0.20174	0.72059	-0.25088	-0.33149	-0.05371	-0.72732	-0.70057	0.00574	-0.60902	-0.33972	-0.00899	-0.57149	0.17613	-0.54782	-0.11890	0.09883	-0.56286	0.38307	-0.51686	-0.19563	sn
213	0.31514	0.56315	-0.27559	-0.65092	-0.45991	-0.61158	-0.30317	0.54450	0.51239	0.69135	-0.02262	-0.85396	0.11654	-0.60410	-1.05004	0.99517	-0.78744	0.10343	-0.56984	-1.08236	1.41972	-0.75349	0.32504	-0.52981	-1.07343	sn
214	0.04177	0.24228	0.19608	-0.12226	-0.18421	-0.14132	0.15778	0.24384	-0.23548	0.20982	-0.19639	-0.68037	0.21880	-0.53802	-0.50918	0.66879	-0.66887	0.19046	-0.54608	-0.51864	1.08808	-0.63670	0.37467	-0.51753	-0.54095	sn
215	0.14200	0.42944	0.13474	-0.26769	-0.30418	-0.28589	-0.40943	0.30998	0.23139	0.33922	-0.68455	-0.94731	-0.04339	-0.66808	-1.13740	0.35339	-0.64440	-0.05026	-0.54217	-0.47223	0.10970	-0.64584	0.24364	-0.51030	-0.58080	sn
216	0.06615	0.07421	0.35446	0.03373	-0.13509	-0.09166	-0.21230	0.06711	-0.21164	0.16562	0.19823	-0.64475	0.25518	-0.50104	-0.50162	1.26315	-0.61154	0.19509	-0.51032	-0.42877	1.60085	-0.62077	0.27770	-0.49164	-0.65723	sn
217	0.06008	0.29475	-0.13771	-0.06512	-0.14747	-0.12887	-0.56382	0.04615	0.07643	0.23981	-0.63737	-0.75464	0.07464	-0.60101	-0.64616	0.42281	-0.58330	0.08357	-0.51138	-0.33593	0.18444	-0.56334	0.32401	-0.47687	-0.37522	sn
218	-0.04228	0.02438	0.08678	0.48947	0.09467	0.12803	-0.29181	-0.27461	-0.43135	-0.15309	0.04805	-0.62196	0.08659	-0.54880	-0.23294	1.23695	-0.54486	0.12076	-0.50366	-0.13581	1.43073	-0.53303	0.29997	-0.47553	-0.31647	sn
219	0.20749	-0.00949	-0.16833	0.07833	-0.00920	0.06375	-0.71689	-0.29002	-0.10324	0.12809	0.12450	-0.39164	-0.00951	-0.34385	0.03162	1.27804	-0.31042	-0.08066	-0.30503	0.09549	1.41585	-0.34286	-0.02983	-0.30427	-0.17961	sn
220	0.14579	0.27502	-0.34279	-0.19721	-0.23768	-0.16962	-0.37715	0.41851	0.12710	0.29958	-0.27155	-0.86201	0.04857	-0.61942	-1.00335	0.90489	-0.71440	0.17968	-0.56173	-0.66080	0.86245	-0.68314	0.36453	-0.47141	-0.69393	sn
221	0.36091	0.50974	-0.07282	-0.44695	-0.52383	-0.59699	-0.09428	0.63649	0.42479	0.59723	0.66673	-0.61271	0.04960	-0.62561	-0.40962	1.67353	-0.66678	0.10932	-0.57409	-0.42249	1.80885	-0.71151	0.32629	-0.54637	-0.80286	cn
222	0.24728	0.37139	0.22728	-0.36888	-0.45299	-0.34930	0.08675	0.29616	0.32706	0.44406	-0.00927	-0.88910	0.02934	-0.65420	-1.00598	1.00653	-0.78088	0.12047	-0.59974	-0.80614	1.07943	-0.76122	0.37066	-0.55835	-0.88355	sn
223	0.59876	0.48115	-0.30197	-0.77589	-0.46210	-0.49631	-0.30080	0.77779	0.30602	0.63368	-0.62249	-0.83902	-0.02822	-0.58856	-1.12463	0.53496	-0.72056	0.18440	-0.54963	-0.96148	1.01189	-0.68728	0.36158	-0.51723	-0.90675	sn
224	0.34622	0.46392	-0.02815	-0.16100	-0.38433	-0.20852	-0.17592	0.18166	0.12378	0.31884	0.50386	-0.76985	-0.10458	-0.53750	-0.72905	1.22423	-0.21439	-0.90850	-0.07295	-0.12140	1.44378	-0.15560	-0.79240	0.13273	-0.18198	sn
225	0.27303	0.63599	0.07793	-0.53835	-0.43769	-0.68475	-0.49246	0.61807	0.39440	0.63843	0.18216	-0.74688	0.08443	-0.61416	-0.69634	1.15397	-0.65906	0.00037	-0.54379	-0.59206	1.42150	-0.64524	0.23852	-0.50879	-0.65823	cn
226	0.15566	0.40066	0.01651	-0.21591	-0.21740	-0.30192	-0.28468	0.13486	0.09420	0.32635	0.13661	-0.55712	0.03523	-0.58644	-0.21879	1.30569	-0.62146	0.08910	-0.55108	-0.29184	1.27337	-0.60615	0.24769	-0.43950	-0.40535	cn
227	0.44733	0.49957	0.07954	-0.71313	-0.47614	-0.72260	-0.15732	0.72759	0.47690	0.66074	-0.31461	-0.52700	0.15812	-0.57770	-0.42869	0.65645	-0.70467	0.16837	-0.58439	-0.71003	0.86163	-0.66602	0.22793	-0.41870	-0.67230	cn
228	0.31522	0.49864	-0.19195	-0.54395	-0.31545	-0.36473	-0.72152	0.47941	0.24708	0.51301	-0.08195	-0.50289	-0.02135	-0.56360	-0.18854	0.87067	-0.66826	0.10947	-0.57620	-0.49632	1.06044	-0.66783	0.33273	-0.53416	-0.55528	cn
229	0.47551	0.67655	0.02901	-0.63737	-0.49392	-0.60745	-0.87353	0.96228	0.36538	0.61859	-0.08510	-0.54366	0.05477	-0.60596	-0.34018	0.77539	-0.70933	0.14668	-0.59338	-0.59920	0.92197	-0.71679	0.37113	-0.55083	-0.69939	cn
230	0.24263	0.36385	0.01825	-0.14486	-0.29640	-0.25475	-0.24571	0.18989	-0.09917	0.37885	0.17034	-0.40300	0.17562	-0.54879	-0.03398	1.19429	-0.56706	0.18464	-0.55216	-0.17900	1.50176	-0.60529	0.36336	-0.53051	-0.45071	cn
231	0.25548	0.19766	0.18565	0.00076	-0.14748	0.06560	-0.02694	-0.17859	-0.28361	0.09138	0.21550	-0.70498	0.02600	-0.60333	-0.41173	0.84705	-0.54898	0.07354	-0.53463	-0.08312	1.20742	-0.53413	0.26281	-0.47479	-0.20576	sn
232	0.17697	0.22579	0.43239	-0.17148	-0.22732	-0.09700	-0.06772	0.35945	-0.17110	0.15937	0.08862	-0.62711	0.07871	-0.59074	-0.27390	1.16109	-0.62195	0.13489	-0.55965	-0.28829	1.41860	-0.60989	0.35925	-0.52681	-0.41527	cn
233	0.15518	0.25250	0.24696	-0.00107	-0.28932	-0.25882	-0.02087	0.28500	-0.04448	0.24902	0.07580	-0.69081	0.04210	-0.58453	-0.43007	1.24157	-0.66407	0.13829	-0.55553	-0.44140	1.38478	-0.64804	0.32113	-0.50105	-0.55397	cn
234	0.15592	0.41344	0.23108	-0.06953	-0.12071	-0.09121	-0.86115	-0.19728	0.01846	0.18624	0.31253	-0.60162	-0.41840	-0.30050	-0.45608	1.25637	-0.33901	-0.67601	-0.09347	-0.09199	1.65385	-0.31299	-0.59450	0.08574	-0.37984	sn
235	0.13720	0.21821	0.32863	0.02215	-0.20250	-0.16433	-0.41101	0.23188	-0.17510	0.20731	0.47889	-0.59932	-0.08375	-0.48167	-0.23701	1.55311	-0.50109	-0.12016	-0.39082	-0.09404	1.80822	-0.45743	-0.33705	0.07557	-0.57859	cn
236	0.43973	0.39407	-0.20405	-0.33936	-0.33990	-0.10651	-0.50852	0.46134	-0.01309	0.34317	-0.01726	-0.92765	-0.10533	-0.64743	-1.13843	1.14239	-0.71679	0.06779	-0.57407	-0.58347	1.39836	-0.68819	0.32516	-0.52940	-0.67451	sn
237	0.35124	0.30976	-0.02726	-0.34581	-0.33065	-0.37334	-0.21686	0.21887	0.28708	0.43080	-0.20433	-0.75797	-0.00220	-0.64377	-0.52408	0.96981	-0.66389	0.13173	-0.57985	-0.37689	1.01295	-0.68147	0.35908	-0.54334	-0.56195	cn
238	0.42935	0.32078	-0.32027	-0.31694	-0.38367	-0.37025	-0.09191	0.36090	0.27818	0.44759	-0.61670	-0.92554	-0.02933	-0.66093	-1.11363	0.60238	-0.75488	0.12238	-0.59361	-0.71963	0.51864	-0.72904	0.35915	-0.54509	-0.78895	cn
239	0.43209	0.39037	-0.07063	-0.50054	-0.37072	-0.54830	-0.47622	0.45940	0.23314	0.60829	0.23359	-0.79672	0.04194	-0.59320	-0.84311	1.16313	-0.52726	-0.23994	-0.43066	-0.51419	1.55659	-0.51485	0.00828	-0.41179	-0.58799	sn
240	0.61666	0.28979	-0.04799	-0.16952	-0.28054	0.20392	0.67726	-0.08998	-0.54635	0.08592	0.31416	-0.12608	0.08583	-0.29975	0.50768	0.57529	0.34116	0.20722	-0.01985	0.97157	0.89811	0.31159	-0.10365	-0.10011	0.75132	sn
241	0.48087	0.38513	0.36209	-0.54629	-0.57208	-0.66220	-0.22088	0.83133	0.30143	0.66671	0.35033	-0.71409	0.02915	-0.63774	-0.47017	1.48314	-0.70516	0.14755	-0.59246	-0.50473	1.71908	-0.73265	0.36746	-0.55829	-0.81908	cn
242	0.40074	0.66163	0.13656	-0.62167	-0.45604	-0.60434	-0.23499	0.55253	0.29489	0.59806	-0.23318	-1.01354	-0.02763	-0.67474	-1.54736	0.98927	-0.83353	0.13449	-0.60650	-1.12037	1.30748	-0.80814	0.38505	-0.56461	-1.15501	sn
243	0.45911	0.56727	-0.07733	-0.57504	-0.58633	-0.63157	-0.18146	0.73837	0.26015	0.73979	-0.19677	-0.59753	0.05202	-0.59377	-0.35089	0.97261	-0.59863	0.09789	-0.54956	-0.32116	1.20868	-0.61899	0.28302	-0.50565	-0.46940	cn
244	0.49407	0.62561	-0.33368	-0.94548	-0.67805	-0.87386	-0.38336	0.97166	0.62973	1.02341	-0.53374	-0.98906	-0.00840	-0.66897	-1.47718	0.50693	-0.83362	0.11918	-0.60456	-1.15123	0.31195	-0.83281	0.36997	-0.56700	-1.29996	sn
245	0.45776	-0.02227	0.29617	-0.03406	-0.40576	0.19662	0.43866	-0.30462	-0.15805	0.20536	-0.72359	-0.31348	0.35425	-0.43514	0.21694	-0.33685	0.02711	-0.11416	-0.22018	0.62866	-0.26933	-0.00405	-0.05886	-0.24503	0.56417	sn
246	0.32767	0.13705	-0.55017	-0.01812	-0.33115	0.14932	-1.47036	-0.03510	-0.06653	0.50249	0.33153	-0.50724	0.14105	-0.51977	-0.06503	0.53835	0.48742	-0.93918	0.00482	0.60729	0.78746	0.30839	-0.43737	-0.15090	0.55272	sn
247	0.71266	0.06396	0.14539	-0.21081	-0.26291	0.16486	0.94987	-0.44551	-0.36189	0.09526	-0.31533	-0.14148	0.51543	-0.26363	0.30047	-0.34020	0.06866	-0.24749	-0.15481	0.54574	-0.17840	0.41384	-0.36697	0.10631	0.80314	sn
248	0.11059	0.33068	0.15602	-0.03934	-0.11403	-0.13576	-0.46799	0.21594	-0.16489	0.13864	-0.36973	-0.70026	0.06336	-0.61482	-0.41288	0.61676	-0.71159	0.14654	-0.58841	-0.54151	0.70161	-0.65726	0.39762	-0.53903	-0.49444	cn
249	0.20513	0.48993	0.48089	-0.41909	-0.40571	-0.36356	-0.14428	0.38644	0.11730	0.43907	0.08106	-0.52291	0.05870	-0.60096	-0.12564	1.08599	-0.67068	0.10468	-0.58272	-0.40699	1.15654	-0.67384	0.34688	-0.54250	-0.53686	cn
250	0.39078	0.67748	-0.08759	-0.79712	-0.58290	-0.75012	-0.53148	0.92133	0.52214	0.82225	0.00030	-0.68924	0.00776	-0.61989	-0.64690	0.84111	-0.76593	0.10487	-0.59545	-0.81796	0.85747	-0.75167	0.34445	-0.55159	-0.85814	cn
251	0.37931	0.60819	-0.15198	-0.63530	-0.51266	-0.57479	-0.26926	0.47242	0.53151	0.67006	0.22464	-0.72253	0.06613	-0.63595	-0.62903	1.34190	-0.70827	0.15942	-0.59260	-0.54224	1.48494	-0.73257	0.38582	-0.55889	-0.76884	cn
252	0.35214	0.35258	0.04620	-0.56930	-0.43519	-0.37061	-0.10216	0.55496	0.18267	0.54824	-0.17070	-0.92221	-0.00781	-0.66104	-1.13568	0.87661	-0.74516	0.08001	-0.56887	-0.77963	1.01078	-0.74286	0.34984	-0.54268	-0.87316	sn
253	0.42035	0.47492	-0.31897	-0.61239	-0.54773	-0.59900	-0.10667	0.52890	0.49315	0.74191	-0.35035	-0.82412	-0.02196	-0.66061	-0.76709	0.77089	-0.73192	0.13930	-0.59881	-0.63416	0.63121	-0.75620	0.37728	-0.56079	-0.84969	cn
254	0.58909	0.90678	-0.18294	-0.95144	-0.73480	-1.01254	-0.43727	1.03572	0.75056	0.98521	-0.33921	-0.74388	0.07271	-0.64411	-0.79940	0.56261	-0.78859	0.15826	-0.60510	-0.98112	0.64030	-0.79557	0.38366	-0.56437	-1.06787	cn
255	0.64402	0.38211	0.43641	-0.91004	-0.69859	-0.90163	0.80608	1.11135	0.11925	0.87401	-0.15682	-1.01107	-0.02858	-0.67860	-1.54449	0.25145	-0.80859	0.09807	-0.60783	-0.99771	0.58584	-0.82283	0.36169	-0.56831	-1.24914	sn
256	0.24522	0.36242	0.37058	-0.03172	-0.24430	0.07573	0.54016	0.00902	-0.38211	0.01978	-0.31701	-0.12479	-0.24968	-0.14476	0.47234	0.24344	0.21760	-0.38188	0.10033	0.79255	0.57464	0.30930	-0.65563	0.24244	0.80608	sn
257	0.13576	0.32069	0.11218	-0.12281	-0.28835	-0.17949	-0.32755	0.31942	-0.04822	0.30708	-0.15022	-0.86294	-0.06282	-0.64693	-0.80381	0.86876	-0.72913	0.11313	-0.58811	-0.58242	1.12272	-0.68362	0.36686	-0.54073	-0.58206	sn
258	0.24775	0.36535	-0.09842	-0.09854	-0.26453	-0.17564	-0.31924	0.38469	0.09272	0.19644	-0.03539	-0.43418	0.11729	-0.54512	0.13073	0.87720	-0.46547	-0.00382	-0.47488	0.04571	0.83617	-0.49931	0.22264	-0.45909	-0.13935	cn
259	0.69942	0.83057	-0.29618	-1.01457	-0.72605	-0.86253	-0.61595	1.17150	0.65016	0.95176	-0.78985	-0.62223	0.13754	-0.62035	-0.67136	0.35305	-0.71022	0.20295	-0.59294	-0.76991	0.05752	-0.75647	0.40214	-0.56119	-0.88833	cn
260	0.18520	0.32162	0.21370	-0.16004	-0.33021	-0.17024	0.03462	0.17006	0.24707	0.21199	-0.03099	-0.80498	-0.05861	-0.62615	-0.62416	0.90731	-0.65058	0.05294	-0.56227	-0.31998	0.82815	-0.64036	0.29500	-0.50857	-0.45260	sn
261	0.07773	0.14182	0.49459	0.13732	-0.13346	0.08997	-0.31941	0.13850	-0.38607	0.01575	0.06728	-0.81039	-0.05602	-0.65014	-0.58807	1.10100	-0.70838	0.14805	-0.59229	-0.48268	1.36913	-0.66856	0.40154	-0.54924	-0.54059	sn
262	0.15700	0.52693	0.43896	-0.37634	-0.56028	-0.61573	-0.31550	0.34851	0.69266	0.59793	-0.14778	-0.73248	0.15726	-0.60448	-0.75099	0.78790	-0.68424	0.20000	-0.57434	-0.57060	0.59362	-0.72598	0.37771	-0.54839	-0.75404	sn
263	0.05791	-0.01943	0.97829	0.33749	-0.07629	0.22191	0.51936	-0.47819	-0.67157	-0.13854	0.56310	-0.54456	0.04425	-0.57712	0.00733	0.81860	-0.26238	0.12187	-0.44210	0.44627	1.14118	-0.18129	0.17414	-0.38018	0.37408	sn
264	0.23533	0.08664	0.49067	0.11513	-0.06011	0.37731	0.74177	-0.18415	-0.71633	-0.23887	-0.09443	0.29394	-0.79258	0.17133	0.88195	0.47560	0.41709	-0.95485	0.37371	0.91025	1.04204	0.66393	-1.49491	0.72000	0.77043	sn
265	-0.10187	-0.06288	0.49920	0.39311	-0.00682	0.15945	-0.21447	-0.46073	-0.15537	-0.10788	0.56233	-0.42001	0.30846	-0.43125	-0.04635	1.35021	-0.37820	0.24323	-0.41522	0.08367	1.63356	-0.48092	0.22479	-0.44414	-0.45664	sn
266	0.23757	0.19135	-0.02800	0.18178	-0.10034	0.11532	-0.08198	-0.06677	-0.31982	-0.03121	0.32349	-0.72048	0.01257	-0.59963	-0.39025	0.95556	-0.33543	-0.28338	-0.39183	0.15809	1.31980	-0.23451	-0.13192	-0.30562	0.12550	sn
267	0.03678	0.18060	0.52241	0.05135	-0.21495	-0.10365	-0.00255	0.25888	-0.17009	0.10311	0.16211	-0.54600	0.05225	-0.57519	-0.03501	0.97859	-0.62609	0.08364	-0.55059	-0.27720	1.29458	-0.57801	0.28234	-0.48703	-0.32745	cn
268	-0.22821	-0.11904	0.71754	0.53950	0.22640	0.52722	0.23236	-0.58039	-1.01566	-0.39204	0.00030	-0.55791	-0.05895	-0.57084	0.01059	0.73536	-0.49785	0.20255	-0.53724	0.05971	1.03759	-0.42201	0.41224	-0.49613	0.08376	sn
269	0.54889	0.64861	-0.13467	-0.70810	-0.62035	-0.71322	-0.68609	0.87999	0.65377	0.76208	0.26593	-0.56831	0.08506	-0.60024	-0.26256	1.21113	-0.61856	-0.01641	-0.51349	-0.39690	1.23762	-0.63861	0.21807	-0.47971	-0.58258	cn
270	0.21135	0.21065	0.29908	-0.04893	-0.25928	-0.00473	-0.31859	0.29106	-0.05777	0.12184	-0.27725	-0.87851	-0.04492	-0.66192	-0.83509	0.66573	-0.75591	0.14136	-0.59959	-0.68467	0.74688	-0.70472	0.40443	-0.55301	-0.64605	sn
271	0.34978	0.58072	0.01441	-0.47448	-0.55115	-0.60559	-0.31536	0.61467	0.51056	0.62353	-0.58087	-0.67319	0.10423	-0.61764	-0.46163	0.43790	-0.70715	0.17764	-0.58908	-0.53501	0.33248	-0.70412	0.40360	-0.55337	-0.64012	cn
272	0.47455	0.33098	-0.02543	-0.13337	-0.26110	0.06198	-0.27908	0.10667	-0.12356	0.12717	0.03192	-0.02260	-1.05930	0.15491	0.27664	0.82140	0.42789	-1.92589	0.62584	0.51873	1.26028	0.63579	-2.16998	1.06316	0.44300	sn
273	0.11909	0.16843	0.11445	0.14119	-0.12430	-0.07876	-0.33650	0.20918	-0.19207	0.07667	0.00934	-0.46276	0.19000	-0.49669	0.02910	1.04444	-0.53793	0.14395	-0.49326	-0.12431	1.10697	-0.51970	0.29471	-0.44511	-0.21998	cn
274	0.36346	0.50262	-0.17576	-0.37993	-0.40406	-0.31312	-0.57036	0.27832	0.39637	0.46185	0.15010	-0.92048	-0.00454	-0.65495	-1.05909	1.30535	-0.77310	0.14972	-0.59530	-0.78073	1.43643	-0.75892	0.38638	-0.56003	-0.89022	sn
275	0.61818	0.67954	-0.25346	-0.68107	-0.63688	-0.68565	-0.36146	0.79223	0.88447	0.63722	-0.01305	-0.46704	0.19092	-0.56124	-0.15543	0.86278	-0.16454	-0.15724	-0.26748	0.21742	0.74205	-0.30983	0.06303	-0.34522	0.07862	sn
276	0.49121	0.54778	-0.00690	-0.54410	-0.53129	-0.46236	-0.04049	0.42205	0.35213	0.57370	0.24368	-0.43720	0.08681	-0.52952	0.07178	0.98970	-0.34512	-0.25807	-0.34599	0.12000	1.21993	-0.35193	-0.06813	-0.32528	-0.03750	cn
277	0.20297	0.44461	0.55657	-0.33542	-0.33729	-0.31313	-0.19115	0.27079	0.09646	0.34071	-0.21486	-0.88885	-0.00870	-0.65899	-0.90499	0.73595	-0.78276	0.14705	-0.60335	-0.81987	0.93164	-0.73404	0.40003	-0.55785	-0.76338	sn
278	0.28438	0.43983	0.40991	-0.62565	-0.48356	-0.31829	0.37550	0.47355	0.13870	0.48027	0.08350	-0.86889	-0.00473	-0.65944	-0.84002	1.30658	-0.73875	0.16314	-0.59393	-0.62725	1.55166	-0.74494	0.38646	-0.55979	-0.84323	cn
279	0.49739	0.42333	-0.03433	-0.49540	-0.50867	-0.57939	-0.13616	0.42095	0.49267	0.60735	0.29086	-0.56420	0.19037	-0.56558	-0.28862	1.25569	-0.50894	0.01080	-0.46316	-0.19923	1.43204	-0.56290	0.18462	-0.45936	-0.46961	cn
280	0.25358	0.49721	0.23187	-0.37650	-0.39940	-0.43878	-0.46084	0.59836	0.20775	0.45602	-0.24897	-0.66741	-0.00232	-0.61340	-0.30317	0.60455	-0.71243	0.11548	-0.58422	-0.53146	0.67209	-0.68090	0.35737	-0.53815	-0.57697	cn
281	0.45996	0.40079	-0.19011	-0.49845	-0.52701	-0.66151	-0.24946	0.80969	0.53737	0.63159	-0.40614	-0.66254	0.10436	-0.61322	-0.43614	0.63478	-0.71182	0.13292	-0.58250	-0.57820	0.40626	-0.71761	0.37479	-0.54889	-0.71740	cn
282	0.28008	0.28262	0.90184	0.34350	-0.13492	0.16008	0.02388	-0.27891	-0.50845	-0.20557	-0.48925	0.95169	-0.77726	0.36680	1.39593	-0.18886	0.56861	-0.07941	-0.03274	1.15369	-0.19280	0.75565	-0.19442	0.13476	1.33021	sn
283	0.19241	0.37948	0.16198	-0.08631	-0.24972	0.18567	-0.58459	-0.22382	-0.13456	0.18982	0.18426	-0.52465	0.16742	-0.47239	-0.17806	0.83802	0.14115	-0.93650	0.10027	0.44677	0.90588	0.09958	-0.68296	0.02822	0.36064	sn
284	0.26953	0.37830	0.49646	-0.34090	-0.36019	-0.21576	0.12081	0.24099	-0.09791	0.34059	-0.75746	-0.56531	-0.06913	-0.51032	-0.18774	0.40542	-0.49311	-0.03541	-0.47403	-0.14422	0.65663	-0.47472	0.21126	-0.45530	-0.14596	sn
285	0.45104	0.46492	0.21574	-0.32651	-0.46488	-0.51770	-0.20404	0.56132	0.41037	0.40652	0.01537	-0.19046	-0.96639	0.09164	0.07516	1.19120	-0.21123	-1.04411	0.12730	-0.05626	1.22612	0.57487	-3.91242	3.05080	0.01016	cn
286	-0.04179	0.04043	1.05435	0.30705	-0.17351	0.18607	0.79444	-0.39959	-0.63094	-0.07714	0.80787	-0.63684	0.01892	-0.61049	-0.17044	1.37803	-0.30585	0.24917	-0.45911	0.34125	1.66806	-0.42988	0.25289	-0.48138	-0.35160	sn
287	0.23740	0.76623	-0.05648	-0.35440	-0.40958	-0.28952	0.25431	0.22716	0.07604	0.36571	0.04293	-0.95709	-0.01403	-0.66958	-1.22236	1.21388	-0.75195	0.16241	-0.59294	-0.69740	1.47929	-0.74652	0.39244	-0.55887	-0.85373	sn
288	0.23384	0.44977	0.32071	-0.29426	-0.37908	-0.33673	-0.42997	0.37955	0.16291	0.40333	0.09852	-0.61629	0.09824	-0.60515	-0.32007	1.11915	-0.64280	0.12750	-0.57171	-0.32334	1.33251	-0.63959	0.34506	-0.53317	-0.44478	cn
289	0.30867	0.01465	0.87243	0.14973	-0.23583	0.00417	0.66614	-0.10298	-0.51364	0.01451	0.61166	-0.46958	-0.14625	-0.52517	0.13250	0.69618	0.06179	-0.03267	-0.26633	0.80837	0.94275	0.10462	0.00596	-0.26139	0.71001	sn
290	0.32841	0.38994	-0.09191	-0.03393	-0.31195	-0.11320	-0.11699	0.10180	-0.01150	0.21986	0.20804	-0.69563	-0.14948	-0.50844	-0.49560	1.17250	-0.39106	-0.34097	-0.30165	0.00743	1.51915	-0.40746	-0.08251	-0.30201	-0.23605	sn
291	0.31365	0.53586	0.41242	-0.27999	-0.36658	-0.34092	-0.08543	0.24873	-0.06792	0.37256	-0.66134	-0.91805	-0.00113	-0.65427	-1.12715	0.39071	-0.80225	0.15149	-0.59872	-0.99789	0.49752	-0.75144	0.39829	-0.55170	-0.89195	sn
292	0.30824	0.65208	0.22551	-0.36073	-0.41479	-0.47038	-0.39343	0.44592	0.25452	0.43533	0.14331	-0.70336	0.02811	-0.60641	-0.38280	1.16105	-0.64258	0.12862	-0.55506	-0.33130	1.47320	-0.65195	0.31411	-0.52588	-0.54552	cn
293	0.43151	0.75378	0.05420	-0.44617	-0.38714	-0.38018	0.16062	0.44765	0.18894	0.28618	-0.40729	-0.53633	-0.29150	-0.47397	-0.13034	0.15655	1.56829	-4.08763	1.87383	0.48700	0.39708	2.11378	-4.92620	2.70345	0.61173	sn
294	0.30604	0.53049	0.16595	-0.43561	-0.42395	-0.39448	0.32205	0.29349	0.18781	0.42515	0.28713	-0.43893	0.21452	-0.55696	-0.14231	1.40008	-0.50511	0.24432	-0.53362	-0.07108	1.69028	-0.60851	0.35125	-0.53240	-0.57586	cn
295	0.27173	0.47858	-0.08512	-0.39904	-0.25374	-0.24138	-0.78983	0.37028	0.26799	0.33800	-0.58130	-0.53989	-0.18402	-0.35011	-0.35473	0.60064	-0.39463	-0.39985	-0.18451	-0.26547	0.73103	-0.37255	-0.25447	-0.13231	-0.30340	sn
296	0.38443	0.36292	-0.18743	-0.52169	-0.48734	-0.63234	-0.78518	0.79769	0.44663	0.73361	-0.58106	-0.84976	0.05695	-0.64882	-0.95064	0.56185	-0.75567	0.14533	-0.59496	-0.74136	0.41225	-0.75984	0.37873	-0.55841	-0.88633	cn
297	0.48151	0.53705	0.03907	-0.77995	-0.67463	-0.67310	-0.05532	0.99040	0.82443	0.66566	-0.61934	-1.00146	-0.03286	-0.67872	-1.44590	0.33876	-0.79736	0.06756	-0.59659	-1.00667	0.15917	-0.81329	0.34223	-0.56316	-1.21717	sn
298	0.46143	0.66776	-0.22883	-0.99314	-0.66929	-0.78005	-0.41981	1.09587	0.69977	0.90943	-0.94999	-1.06253	-0.03640	-0.68319	-1.88507	0.20511	-0.87253	0.11850	-0.61143	-1.39513	0.13994	-0.85695	0.37370	-0.57048	-1.45462	sn
299	0.39660	0.55559	-0.01409	-0.57384	-0.50013	-0.34236	-0.20288	0.49802	0.33623	0.52117	-0.75608	-0.98677	-0.03201	-0.67635	-1.35424	0.40381	-0.79286	0.13833	-0.60348	-0.87169	0.38471	-0.78915	0.38282	-0.56426	-1.01626	sn
300	0.32500	0.32347	0.50478	-0.63073	-0.54350	-0.36985	0.45575	0.53872	0.11086	0.56292	-0.29572	-0.87708	0.07179	-0.63948	-1.08498	0.84370	-0.76992	0.19656	-0.59083	-0.88520	1.29646	-0.76005	0.40999	-0.55879	-0.95069	sn
301	0.21181	0.12040	0.67932	0.05874	-0.10657	0.14104	0.45872	-0.23321	-0.54022	-0.05878	0.21153	0.36269	-0.51707	-0.21573	0.83629	0.82224	-0.06637	0.13273	-0.36688	0.67239	1.11721	-0.02111	0.15642	-0.32683	0.51981	sn
302	0.42628	0.47279	0.31508	-0.49853	-0.47103	-0.51734	-0.26553	0.26976	0.30011	0.59502	-0.10391	-0.90007	-0.00400	-0.64460	-1.07118	0.96391	-0.73241	0.10482	-0.57643	-0.69449	1.13388	-0.69195	0.30320	-0.52577	-0.71572	cn
303	0.58639	0.27212	0.13720	-0.19620	-0.20737	0.11550	0.15120	-0.14608	-0.32812	0.07978	-0.00755	0.51660	-2.15395	1.22978	0.63440	0.54196	0.71068	-2.77554	1.47315	0.73690	1.06842	1.05019	-3.55361	2.39724	0.67184	sn
304	0.56619	0.58861	-0.05346	-0.67127	-0.64003	-0.66105	-0.64261	0.51844	0.45421	0.88060	-0.07960	-0.92441	-0.02293	-0.63087	-1.24155	1.07467	-0.79066	0.07954	-0.57508	-1.00248	1.28013	-0.75751	0.29338	-0.52795	-1.02130	cn
305	0.06262	0.26259	0.24676	-0.14692	-0.19597	0.03832	0.21357	0.19832	-0.27134	0.11801	-0.27395	-0.81340	-0.00922	-0.63982	-0.62399	0.61057	-0.69952	0.13599	-0.58368	-0.46995	0.80940	-0.65996	0.37243	-0.53593	-0.49014	sn
306	0.56680	0.63778	-0.45330	-0.77395	-0.54837	-0.61340	-0.27898	0.66821	0.41218	0.77608	-0.98908	-0.98680	-0.00749	-0.66813	-1.44745	0.00115	-0.82802	0.14623	-0.60286	-1.12518	-0.24725	-0.79485	0.38941	-0.56103	-1.08503	sn
307	0.27059	0.23065	0.21768	-0.45105	-0.43917	-0.38186	0.17214	0.42566	0.24958	0.50139	-0.73014	-0.93160	-0.04285	-0.66424	-1.08350	0.18925	-0.75758	0.09522	-0.58637	-0.74217	-0.01607	-0.73220	0.34640	-0.53874	-0.82160	sn
