	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	clase
144	1.35726	0.842451	0.580435	0.237727	1.09141	0.854845	0.831479	0.2415	1.41034	1.22161	0.841075	0.508712	1.5102	0.889495	0.754238	0.33752	1.53919	0.901326	0.762747	0.126429	1.56547	1.13271	0.777291	0.133187	1.30026	1.06853	0.878681	0.176127	1.69698	1.07687	0.885014	0.388699	2.02436	1.09155	0.896626	0.392451	2
145	1.06421	0.842451	0.820356	0.237727	1.38656	1.20554	0.831479	0.508676	1.78077	1.04627	0.601216	0.508712	1.5102	0.889495	0.754238	0.124779	1.53919	1.12045	0.762747	0.126429	1.56547	1.13271	1.07634	0.344562	1.66662	1.06853	0.878681	0.387943	1.99254	1.07687	0.885014	0.388699	2.02436	1.26728	0.896626	0.392451	2
146	1.35726	1.19448	0.820356	0.505172	1.75549	1.03019	0.590914	0.508676	1.78077	1.22161	0.841075	0.508712	1.5102	1.10892	0.754238	0.124779	1.53919	1.12045	1.06167	0.338699	1.56547	1.13271	0.777291	0.344562	1.9597	1.06853	0.878681	0.387943	1.99254	1.25222	0.885014	0.388699	1.72669	1.09155	0.65654	0.392451	2
147	1.72357	1.01847	0.580435	0.505172	1.75549	1.20554	0.831479	0.508676	1.78077	1.44078	1.1409	0.508712	1.5102	1.10892	1.05384	0.33752	1.53919	1.12045	0.762747	0.338699	1.56547	1.13271	0.777291	0.344562	1.9597	1.24421	0.878681	0.387943	1.69698	1.07687	0.646083	0.388699	1.35461	1.09155	0.65654	0.392451	2
148	1.72357	1.19448	0.820356	0.505172	1.75549	1.42473	1.13218	0.508676	1.41034	1.22161	1.1409	0.508712	1.5102	1.10892	0.754238	0.33752	1.53919	1.12045	0.762747	0.338699	1.56547	0.91366	1.07634	0.503092	1.66662	1.06853	0.639182	0.387943	1.32754	1.07687	0.646083	0.388699	1.72669	1.09155	0.65654	0.18076	2
149	1.72357	1.41451	1.12026	0.505172	1.38656	1.20554	1.13218	0.508676	1.78077	1.04627	0.841075	0.243365	1.5102	1.10892	0.754238	0.33752	1.53919	0.901326	1.06167	0.497902	1.56547	1.13271	0.777291	0.344562	1.30026	1.06853	0.639182	0.387943	1.69698	1.07687	0.646083	0.177504	1.35461	0.871895	0.65654	0.392451	2
150	1.35726	1.19448	1.12026	0.505172	1.75549	1.03019	0.831479	0.2415	1.78077	1.04627	0.841075	0.243365	1.5102	0.889495	1.05384	0.497076	1.53919	1.12045	0.762747	0.338699	1.56547	1.13271	0.777291	0.344562	1.66662	1.06853	0.639182	0.176127	1.32754	0.857691	0.646083	0.388699	1.35461	0.871895	0.896626	0.18076	2
151	1.72357	1.01847	0.820356	0.237727	1.75549	1.03019	0.831479	0.2415	1.78077	1.04627	0.601216	0.243365	1.5102	1.10892	0.754238	0.33752	1.53919	1.12045	0.762747	0.338699	1.56547	0.91366	0.777291	0.133187	1.30026	0.848937	0.639182	0.387943	1.32754	0.857691	0.885014	0.177504	1.72669	1.09155	0.896626	0.18076	2
152	1.72357	1.01847	0.580435	0.237727	1.38656	1.03019	0.590914	0.508676	1.41034	1.04627	0.601216	0.243365	1.5102	0.889495	0.754238	0.124779	1.53919	0.901326	0.762747	0.338699	1.26842	0.91366	0.538054	0.344562	1.66662	1.06853	0.878681	0.176127	1.69698	1.07687	0.646083	0.177504	1.72669	1.09155	0.65654	0.18076	2
153	1.35726	1.01847	0.580435	0.505172	1.38656	1.03019	0.590914	0.2415	1.41034	1.04627	0.601216	0.243365	1.5102	0.889495	0.754238	0.33752	1.24423	0.901326	0.523605	0.338699	1.56547	0.91366	0.538054	0.503092	1.66662	1.06853	0.639182	0.176127	1.69698	1.07687	0.646083	0.177504	1.72669	0.871895	0.356433	0.18076	2
154	1.35726	1.01847	0.580435	0.237727	1.38656	1.03019	0.590914	0.2415	1.41034	1.04627	0.601216	0.243365	1.21731	0.889495	0.514553	0.33752	1.53919	0.901326	0.523605	0.497902	1.56547	1.13271	0.538054	0.344562	1.66662	1.06853	0.639182	0.176127	1.69698	0.857691	0.34742	0.177504	1.35461	0.871895	0.356433	0.0219924	2
155	1.35726	1.01847	0.580435	0.237727	1.38656	1.03019	0.590914	0.2415	1.41034	0.870939	0.601216	0.243365	1.5102	0.889495	0.514553	0.497076	1.53919	1.12045	0.523605	0.338699	1.26842	0.91366	0.777291	0.133187	1.66662	0.848937	0.339808	0.176127	1.32754	0.857691	0.34742	0.0191076	1.72669	0.871895	0.65654	0.0219924	2
156	1.35726	1.01847	0.580435	0.237727	1.38656	0.854845	0.590914	0.2415	1.78077	0.870939	0.601216	0.243365	1.5102	1.10892	0.514553	0.33752	1.24423	0.901326	0.762747	0.126429	1.26842	0.91366	0.298817	-0.078187	1.30026	0.848937	0.339808	0.0172653	1.69698	0.857691	0.646083	0.0191076	1.72669	0.871895	0.65654	0.18076	2
157	1.72357	0.842451	0.580435	0.237727	1.38656	1.03019	0.590914	0.2415	1.41034	1.22161	0.841075	0.508712	1.21731	0.889495	0.274868	-0.0879627	1.24423	0.550721	0.284463	-0.0858415	1.26842	0.91366	0.538054	0.133187	1.66662	0.848937	0.639182	0.176127	1.32754	0.682346	0.34742	0.0191076	1.35461	0.871895	0.356433	0.18076	2
158	1.35726	1.01847	0.580435	0.237727	1.38656	1.20554	0.831479	0.508676	1.41034	1.04627	0.841075	0.243365	1.21731	0.538407	0.274868	-0.0879627	1.24423	0.901326	0.523605	0.126429	1.56547	1.13271	0.777291	0.503092	1.30026	0.673259	0.339808	0.0172653	1.32754	0.857691	0.34742	0.177504	1.72669	1.09155	0.65654	0.392451	2
159	1.35726	1.19448	0.820356	0.505172	1.38656	1.03019	0.831479	0.2415	1.41034	1.04627	0.841075	0.243365	1.21731	0.889495	0.514553	0.124779	1.53919	1.12045	0.762747	0.497902	1.26842	1.13271	0.538054	0.344562	1.30026	0.848937	0.339808	0.176127	1.69698	1.07687	0.646083	0.388699	1.72669	1.09155	0.65654	0.392451	2
160	1.35726	1.01847	0.820356	0.237727	1.38656	1.03019	0.831479	0.2415	1.41034	1.04627	0.601216	0.0310878	1.5102	1.10892	0.754238	0.497076	1.24423	1.12045	0.523605	0.338699	1.26842	1.13271	0.777291	0.344562	1.66662	1.06853	0.639182	0.387943	1.69698	1.07687	0.646083	0.388699	1.35461	1.09155	0.65654	0.18076	2
161	1.35726	1.01847	0.820356	0.237727	1.38656	1.03019	0.590914	0.0277598	1.11399	0.695602	0.301392	0.243365	1.21731	1.10892	0.514553	0.33752	1.24423	1.12045	0.762747	0.338699	1.56547	1.13271	0.777291	0.503092	1.66662	1.06853	0.639182	0.387943	1.32754	1.07687	0.646083	0.177504	1.35461	1.09155	1.19673	0.392451	2
162	1.35726	1.01847	0.580435	0.0237715	1.09141	0.679497	0.290209	0.2415	0.743564	0.695602	0.0615332	-0.18119	1.21731	1.10892	0.754238	0.33752	1.53919	1.12045	0.762747	0.497902	1.26842	0.91366	0.538054	0.344562	1.30026	1.06853	0.639182	0.176127	1.32754	1.07687	1.18368	0.388699	1.35461	0.871895	0.65654	0.18076	2
163	1.06421	0.666434	0.280534	0.237727	0.722469	0.679497	0.0496452	-0.185981	1.41034	0.520266	0.0615332	-0.18119	1.5102	1.10892	0.754238	0.497076	1.24423	0.901326	0.523605	0.338699	1.26842	0.91366	0.298817	0.133187	1.30026	1.06853	1.17805	0.387943	1.32754	0.857691	0.646083	0.177504	1.05694	0.871895	0.356433	0.18076	2
164	0.697897	0.666434	0.0406134	-0.190184	1.38656	0.50415	0.0496452	-0.185981	1.41034	0.520266	0.0615332	0.0310878	1.21731	0.889495	0.514553	0.33752	1.24423	0.901326	0.284463	0.126429	0.971368	0.73842	0.05958	0.133187	1.30026	0.848937	0.639182	0.176127	1.03199	0.857691	0.34742	0.177504	1.05694	0.871895	0.65654	0.0219924	2
165	1.35726	0.490417	0.0406134	-0.190184	1.38656	0.50415	0.0496452	0.0277598	1.41034	0.870939	0.0615332	0.0310878	1.21731	0.889495	0.274868	0.124779	0.949272	0.726023	0.045321	0.126429	0.971368	0.73842	0.298817	-0.236718	1.00717	0.848937	0.339808	0.176127	1.03199	0.857691	0.646083	0.0191076	1.05694	0.696169	0.116348	-0.189698	2
166	1.35726	0.490417	0.0406134	0.0237715	1.38656	0.854845	0.0496452	0.0277598	1.41034	0.870939	0.601216	0.0310878	0.924431	0.713951	0.0351826	0.124779	0.949272	0.726023	0.284463	-0.245044	1.26842	0.73842	-0.179657	-0.078187	1.00717	0.848937	0.639182	0.0172653	1.03199	0.682346	0.108489	-0.192088	0.759272	0.520443	0.116348	-0.189698	2
167	1.35726	0.842451	0.820356	0.0237715	1.09141	0.854845	0.290209	0.0277598	1.11399	0.695602	0.601216	0.0310878	0.924431	0.713951	0.274868	-0.0879627	0.949272	0.726023	0.284463	-0.0858415	1.26842	0.73842	0.298817	-0.078187	0.714082	0.497582	0.339808	-0.194551	1.03199	0.682346	0.34742	0.0191076	1.35461	0.696169	0.356433	0.0219924	2
168	1.06421	0.842451	0.280534	0.0237715	1.09141	0.679497	0.590914	0.0277598	1.11399	0.870939	0.301392	0.0310878	0.924431	0.713951	0.274868	-0.0879627	1.24423	0.726023	0.284463	-0.0858415	0.971368	0.56318	0.05958	-0.078187	1.00717	0.673259	0.339808	0.0172653	1.32754	0.682346	0.34742	0.0191076	1.35461	0.520443	-0.123737	0.0219924	2
169	1.06421	0.666434	0.580435	0.0237715	1.09141	0.854845	0.290209	0.0277598	1.41034	0.695602	0.0615332	-0.18119	1.21731	0.713951	0.274868	-0.0879627	0.949272	0.550721	0.045321	-0.0858415	0.971368	0.73842	0.538054	-0.078187	1.30026	0.673259	0.339808	0.0172653	1.32754	0.507	-0.130442	0.0191076	1.05694	0.696169	0.116348	-0.189698	2
170	1.35726	0.666434	0.0406134	-0.190184	1.09141	0.679497	0.290209	-0.185981	0.743564	0.520266	0.0615332	-0.18119	0.924431	0.713951	0.514553	-0.0879627	0.949272	0.550721	0.284463	-0.245044	0.971368	0.56318	0.05958	-0.078187	1.00717	0.673259	0.100309	-0.194551	1.03199	0.682346	0.34742	-0.192088	1.05694	0.520443	0.116348	-0.189698	2
171	0.697897	0.490417	0.0406134	-0.190184	0.722469	0.679497	0.0496452	0.0277598	0.743564	0.520266	0.0615332	0.0310878	0.924431	0.538407	0.0351826	-0.0879627	1.24423	0.550721	0.284463	-0.0858415	0.971368	0.56318	0.05958	-0.078187	1.00717	0.497582	0.100309	-0.194551	0.736434	0.682346	-0.130442	-0.192088	0.759272	0.696169	0.356433	0.0219924	2
172	0.697897	0.666434	0.0406134	0.0237715	0.722469	0.50415	0.0496452	0.0277598	0.743564	0.34493	0.301392	-0.18119	1.21731	0.538407	0.274868	-0.0879627	0.949272	0.550721	0.045321	-0.0858415	0.971368	0.73842	0.298817	-0.236718	0.714082	0.673259	-0.13919	-0.194551	0.736434	0.682346	0.34742	0.0191076	1.05694	0.520443	0.356433	0.0219924	2
173	0.697897	0.490417	0.0406134	0.0237715	0.722469	0.328802	0.290209	-0.185981	0.447221	-0.181079	-0.178326	-0.18119	0.924431	0.538407	0.0351826	-0.0879627	0.949272	0.726023	0.284463	-0.245044	0.971368	0.56318	0.298817	-0.078187	0.714082	0.673259	0.339808	0.0172653	1.03199	0.507	0.34742	0.0191076	1.05694	0.520443	0.116348	-0.189698	2
174	0.404849	-0.213651	-0.199307	-0.190184	0.427319	-0.0218938	-0.190919	-0.185981	1.11399	0.695602	0.301392	0.0310878	0.924431	0.538407	0.274868	-0.0879627	0.949272	0.550721	0.284463	0.126429	0.971368	0.73842	0.298817	0.133187	1.00717	0.497582	0.100309	-0.194551	1.03199	0.682346	0.34742	0.0191076	1.35461	0.696169	0.356433	0.0219924	2
175	1.06421	0.666434	0.280534	0.0237715	1.09141	0.679497	0.290209	0.0277598	0.743564	0.520266	0.0615332	-0.393467	0.924431	0.713951	0.274868	0.124779	1.24423	0.726023	0.523605	0.126429	1.26842	0.73842	0.777291	0.133187	1.30026	0.673259	0.339808	0.0172653	1.03199	0.857691	0.34742	0.177504	1.05694	0.871895	0.356433	-0.189698	2
176	1.06421	0.666434	0.280534	0.0237715	0.722469	0.50415	0.0496452	-0.399721	0.447221	0.169594	-0.35822	-0.605745	1.21731	0.713951	0.514553	0.124779	1.24423	0.726023	0.762747	0.126429	1.26842	0.73842	0.777291	0.133187	1.00717	0.848937	0.339808	0.176127	1.03199	0.857691	0.34742	-0.192088	1.05694	0.871895	0.356433	0.0219924	2
177	0.697897	0.490417	0.0406134	-0.40414	0.427319	0.153454	-0.371342	-0.613462	0.447221	-0.00574241	-0.837938	-0.605745	1.21731	0.713951	0.754238	0.124779	1.24423	0.726023	0.762747	0.126429	0.971368	0.56318	0.05958	-0.078187	1.00717	0.848937	0.339808	-0.194551	1.03199	0.857691	0.34742	0.0191076	1.35461	0.871895	0.356433	0.0219924	2
178	0.404849	0.138383	-0.379248	-0.618096	0.427319	-0.0218938	-0.85247	-0.613462	0.150878	-0.356415	-0.837938	-0.818022	1.21731	0.713951	0.754238	0.124779	0.949272	0.550721	0.045321	-0.0858415	0.674315	-0.00635172	-0.897367	-0.659466	1.00717	0.848937	0.339808	0.0172653	1.32754	0.857691	0.34742	0.0191076	0.759272	0.212922	-0.123737	-0.560156	5
179	0.404849	-0.0376343	-0.85909	-0.618096	0.132169	-0.372589	-0.85247	-0.827203	0.150878	-0.181079	-1.31766	-0.818022	0.924431	0.538407	0.0351826	-0.0879627	0.654313	-0.0190125	-0.911247	-0.669585	0.377261	-0.356832	-0.658131	-0.870841	1.30026	0.848937	0.339808	0.0172653	0.736434	0.200145	-0.130442	-0.561679	0.163936	-0.0945989	-0.783972	-0.771847	5
180	0.111801	-0.389668	-1.09901	-0.832052	-0.162981	-0.5041	-1.09303	-0.827203	-0.145465	-0.838589	-1.0778	-0.818022	0.0457816	-0.207654	-0.683873	-0.885743	0.0643955	-0.369618	-1.38953	-0.881855	-0.216846	-0.532073	-1.1366	-0.870841	0.127908	-0.292968	-1.03731	-0.98886	0.145328	-0.10671	-1.02643	-0.772875	0.163936	-0.270325	-0.783972	-0.771847	5
181	-0.181247	-0.521681	-1.09901	-0.832052	-0.162981	-0.854796	-1.09303	-0.827203	-0.738152	-0.970092	-1.31766	-0.605745	0.0457816	-0.383198	-1.40293	-0.885743	-0.230563	-0.54492	-1.15039	-0.881855	-0.216846	-0.882554	-1.37584	-0.870841	0.127908	-0.11729	-1.03731	-0.777044	0.145328	-0.282055	-0.787502	-0.772875	-0.133733	-0.446051	-1.44421	-1.19523	4
182	-0.181247	-0.873715	-1.09901	-0.832052	-0.753282	-0.986307	-1.3336	-0.613462	-1.0345	-1.27693	-0.837938	-0.818022	-0.247102	-0.558742	-1.16324	-0.885743	-0.230563	-0.895525	-1.38953	-0.881855	-0.736689	-1.01398	-1.55527	-1.02937	0.127908	-0.292968	-0.797813	-0.777044	-0.150226	-0.457401	-1.44456	-1.19527	-0.431401	-0.753572	-1.86436	-1.354	4
183	-0.767343	-1.00573	-1.33893	-0.618096	-1.04843	-1.29317	-0.85247	-0.827203	-1.0345	-1.40843	-1.49755	-0.818022	-0.247102	-0.90983	-1.40293	-0.885743	-0.746742	-1.027	-1.56889	-1.04106	-0.736689	-1.18922	-1.37584	-0.870841	-0.16518	-0.468645	-1.45644	-1.20068	-0.445779	-0.764256	-1.86269	-1.35366	-0.431401	-0.885367	-1.62427	-1.19523	4
184	-1.06039	-1.31376	-0.85909	-0.832052	-1.04843	-1.42468	-1.51402	-0.827203	-1.0345	-1.53993	-1.73741	-1.08337	-0.759647	-1.04149	-1.58269	-1.0453	-0.746742	-1.2023	-1.38953	-0.881855	-0.736689	-1.32065	-1.37584	-0.659466	-0.458267	-0.776081	-1.87556	-1.35954	-0.445779	-0.895765	-1.62376	-1.19527	-0.431401	-0.753572	-1.62427	-0.983537	4
185	-1.06039	-1.44577	-1.51887	-0.832052	-1.04843	-1.55619	-1.75459	-1.09438	-1.33084	-1.53993	-1.73741	-0.818022	-0.759647	-1.21703	-1.40293	-0.885743	-0.746742	-1.33378	-1.38953	-0.669585	-0.959479	-1.49589	-1.55527	-0.659466	-0.458267	-0.90784	-1.63606	-1.20068	-0.445779	-0.764256	-1.62376	-0.98407	-0.729069	-1.14896	-1.44421	-0.983537	4
186	-1.06039	-1.57778	-1.75879	-1.0995	-1.34358	-1.55619	-1.75459	-0.827203	-1.33084	-1.53993	-1.73741	-0.818022	-0.759647	-1.34869	-1.40293	-0.673002	-0.967961	-1.50908	-1.56889	-0.669585	-1.47932	-1.89019	-1.79451	-0.870841	-0.458267	-0.776081	-1.63606	-0.98886	-0.741333	-1.15878	-1.44456	-0.98407	-0.95232	-1.54434	-1.44421	-0.771847	4
187	1.50378	1.10648	0.760376	0.344705	1.53413	1.11787	0.771338	0.348371	1.55851	1.30928	1.08093	0.508712	1.94952	1.06504	1.17369	0.390706	1.68667	0.8575	0.643176	0.179496	1.34268	1.0889	0.896909	0.186031	2.03297	1.59557	1.17805	0.970437	2.06642	1.38373	1.18368	0.758291	1.50344	1.61873	1.49684	0.762909	2
188	1.50378	1.28249	1.06028	0.505172	1.53413	1.29321	1.37275	0.722417	1.92894	1.96679	1.68058	1.09248	1.29053	1.06504	0.874081	0.177964	1.31797	0.8575	0.882318	0.391767	1.714	1.70224	2.1529	1.40143	1.4468	1.59557	1.47743	0.758621	1.77087	1.38373	1.48234	0.969486	1.80111	1.83839	2.15707	1.13337	2
189	1.50378	1.28249	1.36018	0.719128	1.90307	1.95077	1.67345	1.09646	1.92894	1.74762	1.68058	0.933267	1.29053	0.845609	0.874081	0.390706	1.68667	1.69019	2.13781	1.40005	2.01105	1.92129	1.85386	1.19006	1.73989	1.37597	1.47743	0.970437	1.77087	1.82209	2.1394	1.12788	1.80111	2.05805	1.79695	0.9746	2
190	1.87009	1.72254	1.66008	0.933084	0.943832	0.723334	0.530773	0.13463	0.965822	0.739437	0.541251	-0.075051	1.94952	1.89887	1.83282	1.18849	1.68667	1.07663	0.882318	0.179496	1.04563	0.86985	0.358626	0.0275001	1.73989	2.03476	1.7768	0.970437	1.47532	1.60291	1.78101	0.758291	0.684855	1.00369	0.65654	0.233683	2
191	0.917683	0.710438	0.520455	0.130749	0.943832	0.723334	0.530773	-0.0791105	0.965822	0.739437	0.301392	-0.234259	1.65664	1.06504	0.874081	0.177964	1.02301	0.8575	0.344248	0.0202937	0.748578	0.86985	0.657672	0.0275001	1.4468	1.59557	1.7768	0.758621	0.662546	0.9892	0.646083	0.230303	0.684855	0.827964	0.65654	0.0219924	2
192	0.917683	0.710438	0.520455	-0.0832064	0.943832	0.723334	0.290209	-0.239416	0.669479	0.739437	0.301392	-0.075051	0.997652	0.845609	0.334789	0.018408	0.728053	0.8575	0.643176	0.0202937	0.748578	0.69461	0.358626	0.0275001	0.64081	0.980695	0.639182	0.229081	0.662546	0.813855	0.646083	0.0191076	0.684855	0.827964	0.65654	0.0219924	2
193	0.917683	0.710438	0.280534	-0.243673	0.648682	0.723334	0.290209	-0.0791105	0.965822	0.914773	0.301392	0.137226	0.704768	0.845609	0.634395	0.018408	0.728053	0.682198	0.344248	0.0202937	1.04563	0.86985	0.896909	0.186031	0.64081	0.805018	0.639182	0.0172653	0.662546	0.813855	0.646083	0.0191076	0.982523	0.827964	0.356433	0.0219924	2
194	0.624635	0.534421	-0.199307	-0.243673	0.648682	0.328802	-0.431483	-0.666897	0.373135	0.34493	-0.418185	-0.658814	0.997652	0.494521	-0.384266	-0.407075	1.02301	0.331593	-0.134035	-0.56345	1.04563	0.344129	-0.119848	-0.553779	0.64081	0.585421	0.100309	-0.141597	0.958099	0.375491	-0.369373	-0.350484	0.684855	0.388648	-0.363823	-0.507234	3
195	0.624635	0.3144	-0.439228	-0.671585	0.353531	0.328802	-0.431483	-0.666897	0.669479	0.34493	-0.178326	-0.446537	0.997652	0.318977	-0.144581	-0.566631	1.02301	0.331593	-0.134035	-0.56345	0.748578	0.344129	-0.359085	-0.553779	0.933898	0.365823	-0.378689	-0.353413	0.662546	0.375491	-0.369373	-0.508881	0.387187	0.388648	-0.363823	-0.718924	3
196	0.331587	0.3144	-0.439228	-0.671585	0.648682	0.328802	-0.190919	-0.453157	0.373135	0.169594	-0.418185	-0.658814	0.997652	0.318977	-0.144581	-0.566631	0.728053	0.331593	-0.373177	-0.56345	0.748578	0.344129	-0.538512	-0.765153	0.64081	0.365823	-0.378689	-0.512275	0.366993	0.375491	-0.369373	-0.720076	0.684855	0.212922	-0.123737	-0.507234	3
197	0.624635	0.3144	-0.199307	-0.457629	0.353531	0.153454	-0.431483	-0.666897	0.373135	0.169594	-0.658044	-0.658814	0.704768	0.318977	-0.384266	-0.566631	0.728053	0.331593	-0.552534	-0.77572	0.748578	0.212699	-0.359085	-0.765153	0.347723	0.365823	-0.378689	-0.72409	0.662546	0.200145	-0.130442	-0.508881	0.982523	0.212922	-0.123737	-0.507234	3
198	0.331587	0.138383	-0.439228	-0.671585	0.353531	0.153454	-0.672047	-0.666897	0.669479	0.169594	-0.897903	-0.658814	0.704768	0.318977	-0.56403	-0.779373	0.728053	0.200116	-0.373177	-0.77572	0.748578	0.344129	-0.359085	-0.553779	0.64081	0.190146	-0.13919	-0.512275	0.958099	0.200145	-0.130442	-0.508881	0.684855	0.388648	-0.123737	-0.507234	3
199	0.624635	0.138383	-0.91907	-0.671585	0.353531	0.153454	-0.672047	-0.880638	0.373135	0.169594	-0.418185	-0.658814	0.704768	0.318977	-0.384266	-0.566631	0.433094	0.331593	-0.373177	-0.77572	0.748578	0.212699	-0.359085	-0.765153	0.64081	0.365823	-0.13919	-0.512275	0.662546	0.200145	-0.369373	-0.508881	0.982523	0.388648	-0.363823	-0.507234	3
200	0.331587	0.138383	-0.439228	-0.671585	0.648682	0.153454	-0.672047	-0.880638	0.669479	0.169594	-0.418185	-0.871091	0.704768	0.187319	-0.384266	-0.779373	0.433094	0.0248131	-0.552534	-0.77572	0.451525	0.0374584	-0.359085	-0.553779	0.933898	0.365823	-0.378689	-0.512275	0.662546	0.200145	-0.369373	-0.508881	0.684855	0.0371957	-0.363823	-0.718924	3
201	0.624635	0.138383	-0.679149	-0.885541	0.648682	0.153454	-0.431483	-0.880638	0.373135	-0.00574241	-0.418185	-0.871091	0.411885	0.0117755	-0.56403	-0.779373	0.433094	0.0248131	-0.373177	-0.56345	0.451525	0.212699	-0.538512	-0.765153	0.64081	0.190146	-0.378689	-0.512275	0.662546	0.0247994	-0.369373	-0.720076	0.387187	0.0371957	-0.603908	-0.718924	3
202	0.624635	0.138383	-0.439228	-0.885541	0.353531	-0.0218938	-0.431483	-0.880638	0.076792	-0.00574241	-0.418185	-0.871091	0.411885	0.0117755	-0.384266	-0.566631	0.433094	0.200116	-0.552534	-0.77572	0.451525	0.344129	-0.119848	-0.395248	0.64081	0.0144682	-0.378689	-0.72409	0.366993	0.0247994	-0.608304	-0.720076	0.387187	0.212922	-0.363823	-0.348466	3
203	0.038539	-0.0376343	-0.439228	-0.885541	0.0583812	-0.0218938	-0.672047	-0.666897	0.076792	-0.00574241	-0.897903	-0.871091	0.411885	0.318977	-0.144581	-0.407075	0.433094	0.200116	-0.373177	-0.56345	-0.142582	-0.0939719	-0.777749	-0.976528	0.347723	0.190146	-0.378689	-0.353413	-0.150226	-0.369728	-0.369373	-0.139289	-0.877903	-0.885367	-0.123737	0.392451	3
204	0.038539	-0.0376343	-0.91907	-0.885541	-0.236769	-0.197242	-0.912611	-1.04094	-0.219551	-0.181079	-0.658044	-0.871091	-0.173881	-0.119882	-0.803715	-0.992114	-0.451783	-0.281966	-0.791676	-0.56345	-0.439636	-0.444453	-0.119848	0.0275001	-0.897898	-0.90784	-0.13919	0.387943	-1.18466	-1.50947	0.646083	1.33908	-1.62207	-1.89579	1.19673	2.08597	1
205	0.038539	-0.213651	-0.679149	-0.885541	-0.236769	-0.547937	-0.672047	-0.666897	-0.738152	-1.01393	-0.178326	-0.075051	-0.759647	-1.04149	0.634395	0.816189	-1.48414	-1.68439	1.18125	1.77152	-1.70211	-2.02162	1.19596	2.35262	-1.99698	-2.04974	1.17805	2.45315	-1.84966	-2.16702	1.48234	2.81744	-1.84532	-2.15938	1.49684	2.82689	1
206	-0.254509	-0.565685	-0.679149	-0.671585	-0.753282	-1.03014	-0.190919	-0.0791105	-0.96041	-1.4961	0.301392	0.933267	-1.49185	-1.69978	1.17369	1.77353	-1.70536	-2.03499	1.18125	2.35527	-1.70211	-2.24067	1.19596	2.56399	-1.85043	-2.1815	1.47743	2.82383	-1.84966	-2.16702	1.48234	2.81744	-1.99416	-2.29118	1.49684	2.66812	1
207	-0.767343	-1.04973	-0.199307	-0.0832064	-0.974644	-1.51235	0.290209	0.936157	-1.47901	-1.89061	0.78111	1.67624	-1.71152	-2.05087	1.17369	2.35856	-1.70536	-2.25412	1.18125	2.56754	-1.70211	-2.15305	1.19596	2.56399	-1.85043	-2.1815	1.47743	2.82383	-1.99743	-2.29853	1.48234	2.65905	-1.84532	-2.15938	1.19673	2.66812	1
208	-1.49996	-1.92982	0.760376	1.68193	-1.71252	-2.1699	1.37275	2.27204	-1.47901	-1.89061	1.08093	1.67624	-1.71152	-2.18252	1.17369	2.57131	-2.00032	-2.16647	1.18125	2.56754	-1.70211	-2.15305	1.19596	2.56399	-1.85043	-2.1815	1.17805	2.66496	-1.84966	-2.03551	1.18368	2.81744	-1.84532	-2.15938	1.49684	2.82689	1
209	-1.71975	-2.19384	1.36018	2.27031	-1.49116	-1.90688	1.07204	1.68425	-0.441809	-0.707087	0.301392	0.137226	-2.0044	-2.18252	1.17369	2.57131	-1.70536	-2.16647	1.18125	2.56754	-1.25653	-1.53971	0.657672	1.19006	-1.85043	-2.04974	1.17805	2.82383	-1.84966	-2.16702	1.48234	2.81744	-1.84532	-2.15938	1.19673	2.66812	1
210	-0.474295	-0.741702	0.280534	0.130749	0.943832	0.547987	0.290209	-0.239416	1.26217	0.739437	0.541251	0.137226	-1.27219	-1.56812	0.634395	1.18849	0.138135	-0.281966	-0.134035	-0.404247	1.04563	0.69461	0.358626	0.0275001	-1.85043	-2.1815	1.17805	2.66496	-1.18466	-1.20262	0.34742	0.758291	0.387187	0.388648	0.116348	-0.348466	1
211	1.21073	0.710438	0.520455	0.130749	1.53413	0.898682	0.771338	0.13463	1.26217	0.914773	0.541251	0.137226	0.997652	0.670065	0.334789	0.018408	1.31797	0.8575	0.344248	0.179496	1.34268	0.519369	0.358626	0.0275001	0.347723	0.365823	0.100309	-0.353413	0.958099	0.813855	0.646083	0.0191076	1.20577	0.827964	0.65654	0.0219924	2
212	1.50378	0.886455	0.760376	0.130749	1.23898	0.898682	0.530773	0.13463	1.26217	0.914773	0.541251	0.137226	1.29053	0.845609	0.334789	0.177964	1.31797	0.506895	0.344248	0.0202937	1.04563	0.69461	0.657672	0.0275001	0.933898	0.805018	0.639182	0.0172653	1.17976	0.813855	0.646083	0.0191076	1.20577	0.608306	0.356433	0.0219924	2
213	1.21073	0.886455	0.520455	0.130749	1.23898	0.898682	0.530773	0.13463	1.26217	0.914773	0.541251	0.137226	1.29053	0.494521	0.334789	0.018408	1.02301	0.682198	0.643176	0.0202937	1.34268	0.69461	0.358626	0.186031	1.15371	0.805018	0.639182	0.0172653	1.17976	0.594673	0.34742	0.0191076	0.982523	0.608306	0.356433	0.0219924	2
