	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	clase
2153	-1.12191	0.315796	0.114046	0.871269	1.09146	0.801961	0.766887	0.469686	-0.389841	0.0703161	-1.4117	-0.792196	-0.296452	-0.927075	1.28062	-0.797669	2
2154	1.51899	-0.218379	0.418738	0.871269	-1.14175	0.509749	0.277971	0.795849	1.27285	1.27206	0.904441	-0.428505	-0.0752113	-1.07757	-1.12718	-0.769744	9
2155	-1.12191	0.0190318	-0.80003	-1.01278	1.00557	-1.24353	1.38618	-1.45468	-1.60717	-0.694433	-0.603742	0.517093	2.00445	1.42065	-0.428918	1.99476	8
2156	0.52865	0.84997	0.571084	-0.758177	0.74789	-1.42616	-0.439107	-1.45468	-1.69624	-0.767266	-1.11545	0.735308	-0.252204	1.69154	1.28062	1.99476	5
2157	-0.311635	0.909323	2.28498	0.514828	0.776521	-0.111203	0.0498094	-0.443572	-0.864895	-1.24068	-1.65408	-0.828565	-2.28762	-0.0843007	1.08799	0.179682	7
2158	-0.311635	-0.218379	0.114046	0.871269	1.00557	0.692382	0.0172149	0.502302	0.797796	0.325232	1.0391	-0.719458	-0.0309631	-1.07757	-1.12718	-0.769744	3
2159	-0.101564	0.790618	0.685343	-0.758177	0.690628	1.27681	-1.35175	1.67649	0.29305	1.19923	1.0391	0.00792512	-0.207956	-1.07757	-1.12718	-0.183334	9
2160	-0.761788	-1.10867	0.418738	0.463908	1.4064	1.27681	0.734293	0.828466	-0.627368	0.288816	-1.65408	-0.755827	-0.871679	-1.07757	1.28062	-0.54635	2
2161	-1.12191	-2.77055	-0.342992	-1.3183	0.432949	0.509749	1.58175	1.80696	0.560268	1.52698	-0.226696	0.553462	-0.650438	-0.294994	-0.0677485	-0.797669	1
2162	-1.12191	-1.10867	0.266392	0.871269	0.862414	1.20375	0.897265	0.176139	0.827487	-1.24068	-0.926924	-1.30136	-1.40266	-0.836778	1.28062	-0.797669	1
2163	0.49864	0.434501	1.90411	0.871269	1.4064	1.09417	0.375754	1.44818	-0.716441	1.16281	-0.253628	-0.101182	-1.00442	-1.01737	-1.12718	-0.797669	5
2164	-1.12191	-0.515143	0.342565	0.871269	1.4064	0.619328	0.212782	-0.117408	-0.864895	-1.24068	0.554327	-0.755827	-1.18142	0.457483	-0.308528	1.65967	8
2165	-0.911839	-0.0403209	0.190219	0.871269	0.805152	0.655855	0.0498094	0.698	1.27285	0.652982	0.850578	-0.61035	-0.207956	-1.07757	-1.12718	-0.658047	3
2166	0.168528	-0.45579	0.494911	0.871269	1.26325	1.05765	0.538726	0.730616	0.679032	0.689399	1.0391	-0.246659	0.101782	-0.866877	-1.12718	-0.797669	3
2167	-1.12191	-1.22738	-0.914289	0.871269	0.17527	1.05765	-0.471702	0.273988	-1.69624	-0.439517	-1.51942	-0.646719	-0.11946	-0.836778	1.28062	-0.797669	2
2168	0.49864	0.0190318	2.05646	0.871269	1.29188	-0.147729	0.897265	-0.737119	0.797796	-1.24068	1.0391	-0.137551	-0.0752113	0.487582	-1.12718	0.821941	8
2169	1.87911	0.909323	2.28498	0.667588	0.805152	0.546275	-0.0479739	0.632767	-0.627368	0.507315	-1.27704	-0.173921	-2.42037	-0.595985	-0.958632	-0.797669	1
2170	-0.161584	0.315796	0.951949	0.871269	1.4064	0.911541	0.766887	0.861082	0.0555229	0.580149	0.177282	-0.319397	-0.694686	-0.776579	-1.12718	-0.797669	3
2171	0.108508	0.909323	-0.761943	-0.147134	-1.4567	-0.293836	-0.406513	-0.084792	1.27285	0.762232	0.985237	0.335247	0.765505	-0.385291	0.245265	-0.797669	4
2172	-0.0415433	0.671912	-0.647684	-1.47106	-0.254195	-2.19322	1.12543	-1.45468	1.27285	0.543732	0.392736	2.1537	-1.04867	1.93234	-1.12718	0.933638	0
2173	1.87911	0.909323	0.72343	0.00562609	-0.769552	-0.293836	-1.6777	-0.508804	-1.33995	-1.20427	0.311941	-1.30136	0.323023	-0.294994	-0.958632	0.403077	6
2174	0.52865	0.612559	-1.52367	-0.503576	-1.31354	-1.02437	1.2558	-0.28049	1.27285	1.49056	0.608191	2.33555	0.942498	0.427384	0.437888	-0.797669	4
2175	1.03882	0.909323	2.28498	0.412987	0.604735	0.400169	0.147593	0.502302	-0.538295	0.398066	-1.06158	-0.21029	-2.42037	-0.626084	-1.12718	-0.797669	1
2176	-0.0715535	0.909323	-1.52367	-0.147134	-0.168302	-0.87826	1.45137	-1.35683	-0.389841	-1.24068	-0.738401	0.0806634	2.00445	0.939068	0.750901	1.79929	8
2177	0.948793	-0.337085	0.304479	-1.3183	0.518842	-1.68184	-1.6777	-1.45468	-0.805514	-0.00251719	0.850578	0.989892	2.00445	1.93234	-0.236294	1.32458	8
2178	-0.311635	0.612559	-1.48559	-1.36922	-0.282825	-1.207	-1.15619	-1.45468	-1.69624	-0.366683	-1.3309	1.42632	0.0132851	1.72164	1.28062	1.99476	5
2179	-1.12191	0.137737	-0.190646	0.871269	0.576104	0.801961	0.310565	0.273988	-0.716441	-0.221017	-1.08852	-1.19226	0.234526	-1.07757	1.28062	-0.797669	2
2180	-0.161584	0.909323	-1.18089	-1.01278	-1.4567	-1.60879	-0.699863	-1.45468	0.382123	-0.73085	1.0391	0.262509	1.42923	1.30026	0.0044853	1.71552	0
2181	-1.12191	-0.515143	-0.381078	0.871269	0.891045	1.16723	1.58175	0.861082	0.679032	0.361649	-0.388287	-0.573981	-0.650438	-1.07757	1.23246	-0.797669	2
2182	1.2789	0.256443	0.532997	0.871269	-0.311456	0.107957	0.962454	1.0894	1.27285	0.434482	0.823646	-0.937673	-0.384949	-1.07757	-1.12718	-0.630123	9
2183	-0.521706	0.0190318	-0.495338	-1.67474	1.23462	-0.512995	1.15802	-1.35683	-0.894586	-1.24068	-1.65408	0.626201	-1.00442	1.60125	1.28062	1.99476	5
2184	1.87911	0.909323	0.456824	-0.198055	-0.941338	-0.403415	-1.6777	-0.63927	-0.864895	-1.24068	0.635123	-0.974042	0.500015	-0.0542016	-1.05494	0.291379	6
2185	-0.971859	-0.0403209	-0.000213455	0.871269	0.805152	0.619328	-0.830241	0.567535	-0.0335499	0.434482	1.0391	-0.501243	0.455767	-1.07757	-1.12718	-0.574274	3
2186	0.168528	-0.159026	0.761516	0.871269	1.4064	0.948067	0.734293	0.763233	0.0852138	0.580149	0.419668	-0.355766	-0.60619	-0.776579	-1.12718	-0.797669	3
2187	-1.0919	0.434501	-1.52367	-1.72566	-0.71229	-2.37585	0.929859	-1.42206	1.27285	0.616565	0.338873	2.33555	-1.35841	1.42065	-0.477073	0.0121363	0
2188	-0.371655	0.909323	-1.52367	-0.401735	-1.19902	-0.549521	0.832076	0.143522	1.27285	1.38131	0.419668	0.626201	0.544264	-0.294994	0.437888	-0.797669	4
2189	-0.191594	0.434501	-1.52367	-1.5729	-0.941338	-2.37585	0.571321	-1.25898	1.27285	0.689399	0.285009	2.33555	-1.49115	1.93234	-1.03087	0.570622	0
2190	0.46863	0.909323	-0.495338	0.362067	-1.28491	-0.366889	-1.6777	-0.802352	-0.330459	-1.24068	1.0391	-0.719458	-0.0752113	-0.0542016	-0.98271	-0.267107	6
2191	-1.00187	-1.8209	0.571084	-0.401735	1.32051	1.20375	1.58175	1.80696	0.352432	1.49056	-0.57681	0.517093	-1.84514	-0.325093	-1.12718	-0.797669	1
2192	-0.221604	0.909323	-1.10472	-0.503576	-1.4567	-0.768681	0.766887	-0.0195594	1.27285	1.05356	0.958305	0.917154	1.29648	-0.174598	0.774979	-0.797669	4
2193	0.0784974	0.909323	-1.29515	-0.860017	-1.4567	-1.97406	-0.341324	-1.45468	0.708723	-0.548766	1.0391	1.06263	0.234526	1.54105	-0.669697	1.3525	0
2194	0.58867	-0.752554	2.28498	0.514828	-0.11104	1.27681	-1.6777	1.0894	-0.152314	1.3449	0.87751	0.771677	0.63276	-0.234796	-0.188138	-0.797669	9
2195	1.87911	0.909323	-0.68577	0.718509	-0.798183	-0.111203	1.38618	-0.378339	0.352432	-1.24068	-1.65408	-0.646719	-1.31416	0.698275	0.750901	1.85514	8
2196	1.549	0.909323	0.114046	0.514828	-1.3708	-0.257309	-1.6777	-0.965433	-0.00385895	-1.16785	1.0391	-0.246659	-0.517694	-0.0241026	-0.549307	-0.797669	6
2197	-1.12191	0.256443	-0.990462	-0.554496	-0.454611	-0.220782	0.0498094	-1.06328	-1.28057	-1.24068	-1.35783	1.02626	-0.561942	1.84204	1.28062	1.99476	5
2198	-0.881828	-0.0996736	-0.304905	0.871269	0.0893773	0.290589	-0.634674	-0.0521757	-1.69624	-0.475933	-1.16931	-1.08315	0.190278	-0.957174	1.28062	-0.797669	2
2199	-0.551716	0.909323	-0.152559	0.667588	-0.483242	-0.257309	-1.25397	-0.541421	-1.69624	-0.803683	-0.738401	-1.11952	0.544264	-1.07757	1.28062	-0.685971	2
2200	0.0784974	-0.0996736	1.18047	0.871269	1.37777	0.509749	0.473537	0.306604	0.797796	0.361649	1.0391	-0.646719	0.0575333	-1.07757	-1.12718	-0.713896	3
2201	-1.12191	-1.58349	-0.0383	-2.28578	0.146639	-2.19322	-0.797646	-1.45468	-1.5181	0.0338994	-1.16931	1.02626	0.190278	1.42065	1.28062	1.99476	5
2202	-0.461686	0.493854	-1.52367	-0.656336	0.518842	-1.02437	1.58175	-1.45468	-1.25088	-0.51235	-0.28056	0.880785	0.986746	1.75174	-0.115904	1.99476	8
2203	-0.521706	-0.0403209	0.685343	0.871269	0.232532	0.327116	0.0498094	0.273988	1.27285	0.288816	0.985237	-0.755827	-0.0752113	-1.07757	-1.12718	-0.769744	3
2204	-1.0919	-0.752554	-0.0383	0.871269	1.12009	0.984594	-0.0479739	0.632767	-0.152314	0.689399	1.0391	-0.028444	0.234526	-0.836778	-1.12718	-0.797669	3
2205	-0.671757	-0.277732	-1.52367	-2.5913	-0.454611	-2.37585	0.929859	-0.99805	1.27285	0.980732	0.258077	2.33555	-1.35841	1.51095	-0.814165	0.319304	0
2206	0.43862	0.909323	-0.266819	-0.147134	-1.4567	-0.293836	-0.634674	-0.084792	0.738414	0.325232	1.0391	0.517093	0.63276	-0.294994	-0.0918265	-0.797669	4
2207	-0.851818	0.909323	-1.37133	-0.0962143	-1.4567	-0.403415	-0.536891	-0.182641	0.797796	0.434482	1.0391	0.589831	1.11949	-0.294994	0.726823	-0.797669	4
2208	-0.131574	0.315796	0.990035	0.871269	0.432949	0.217536	0.375754	0.632767	1.27285	0.361649	0.4466	-0.792196	-1.22566	-1.07757	-1.12718	-0.127485	3
2209	-0.161584	0.256443	-1.52367	-0.758177	-0.9986	-1.49921	0.180187	-1.45468	1.18378	-0.257434	1.0391	1.31721	0.278774	1.90224	-0.886398	1.99476	0
2210	0.0784974	0.909323	-1.02855	-0.707256	-1.4567	-1.28005	-0.960618	-1.45468	0.471196	-0.548766	1.0391	0.626201	1.65047	1.66145	-0.188138	1.85514	0
2211	-0.641747	-0.396437	0.990035	0.871269	1.4064	0.363642	-0.178352	-0.182641	-1.69624	-1.24068	0.123418	-1.15589	-1.35841	0.276888	-0.573385	1.5759	8
2212	-0.731777	0.909323	-1.10472	0.00562609	-1.4567	-0.220782	-0.765052	-0.150025	1.03532	0.434482	0.931373	0.444355	1.60622	-0.385291	1.28062	-0.797669	4
2213	0.258558	0.0190318	-0.152559	-0.758177	0.948307	0.509749	-0.308729	1.80696	0.649341	1.1264	1.0391	-0.464874	-0.0752113	-1.07757	-1.12718	-0.574274	9
2214	-0.851818	-0.396437	0.304479	0.871269	1.4064	1.05765	0.864671	0.600151	0.827487	0.0703161	0.311941	-1.08315	-1.57965	-1.07757	-1.12718	0.0121363	3
2215	0.0784974	-1.22738	1.02812	-0.0452941	1.4064	1.27681	0.962454	1.15463	0.0852138	0.944315	-0.630674	0.153402	-1.75664	-0.475589	-1.12718	-0.797669	1
2216	-0.851818	0.0783846	0.304479	0.871269	0.490211	0.400169	0.245376	0.0456733	-0.716441	-0.475933	-1.65408	-1.30136	-0.252204	-0.987273	1.28062	-0.630123	2
2217	-1.06189	0.909323	-1.06664	0.0565463	-1.4567	-0.293836	-0.732457	-0.247874	0.738414	0.507315	1.0391	0.589831	0.942498	-0.264895	0.365654	-0.797669	4
2218	-0.341645	0.19709	0.799603	0.871269	1.4064	1.05765	1.19061	0.730616	1.18378	0.215983	0.4466	-0.683089	-0.650438	-0.896976	-1.12718	-0.797669	3
2219	0.108508	-0.811907	-0.304905	-2.18394	1.4064	0.400169	-0.569485	1.80696	-0.627368	0.835065	0.74285	1.17174	0.677008	-0.957174	-1.12718	-0.797669	9
2220	0.58867	0.909323	-0.266819	0.565748	-1.22765	-0.220782	-1.57991	-0.737119	-0.271077	-1.24068	1.0391	-0.755827	0.101782	-0.1144	-1.12718	-0.267107	6
2221	-0.461686	-1.04932	0.60917	0.209307	1.4064	1.27681	0.669104	1.15463	-0.389841	0.944315	-1.19624	0.153402	-2.42037	-0.505688	-0.597463	-0.797669	1
2222	0.828752	0.909323	0.190219	0.362067	-1.05586	-0.293836	-1.6777	-0.704503	-0.419532	-1.24068	1.0391	-0.719458	1.11949	0.276888	-0.28445	-0.0437123	6
2223	1.03882	0.909323	0.114046	-0.452655	-0.912707	-0.622575	-1.54732	-0.802352	-0.627368	-1.24068	1.0391	-0.719458	0.14603	-0.234796	-1.12718	-0.518426	6
2224	-0.0715535	0.909323	-0.304905	0.718509	-1.4567	0.290589	-1.54732	0.0456733	-0.182004	0.288816	1.0391	0.444355	1.47348	-0.204697	0.606434	-0.797669	4
2225	-1.12191	-2.41443	-0.152559	-1.26738	0.547473	0.509749	1.58175	1.80696	0.738414	1.45415	0.204213	0.407986	0.190278	-0.475589	0.173031	-0.797669	1
2226	1.87911	0.434501	0.837689	0.871269	-0.196933	0.18101	1.06024	1.12201	0.649341	1.49056	0.285009	-0.101182	-0.429197	-1.07757	-1.12718	-0.797669	9
2227	0.0484872	0.553207	1.29473	0.871269	0.318425	0.327116	0.473537	0.730616	1.27285	0.398066	0.635123	-0.719458	-0.827431	-1.07757	-1.12718	-0.462577	3
2228	-0.371655	-0.218379	-0.190646	-1.5729	0.661997	-1.53574	-0.765052	-1.45468	-1.33995	0.0338994	-1.65408	1.28085	-1.31416	1.81194	1.28062	1.99476	5
2229	-0.611737	-0.693201	-0.190646	-2.03118	-0.397349	-2.01058	-1.6777	-1.45468	-1.4884	0.0703161	-1.16931	1.24448	0.14603	1.54105	1.28062	1.99476	5
2230	0.768732	0.909323	-0.647684	-0.299895	-1.4567	-0.951314	-1.57991	-1.45468	0.114905	-0.985766	1.0391	0.0806634	1.96021	1.27016	-0.0195926	1.88306	0
2231	-0.581727	0.909323	-1.21898	-1.52198	-0.769552	-2.19322	0.571321	-1.45468	1.27285	0.179566	0.796714	1.86275	-0.429197	1.87214	-1.12718	1.40835	0
2232	-0.911839	-1.10867	1.29473	0.565748	1.4064	1.27681	1.22321	0.437069	0.768105	-0.658016	-1.25011	-1.30136	-2.42037	-0.987273	1.13615	-0.685971	1
2233	0.768732	0.909323	-0.876203	-0.809097	-1.4567	-1.31658	0.212782	-0.671886	1.27285	0.0338994	0.662055	1.89912	1.20799	0.517681	0.750901	-0.797669	4
2234	-1.12191	-1.7022	-0.000213455	-0.554496	0.805152	0.911541	1.58175	1.80696	0.857177	1.45415	0.231145	0.480724	0.0132851	-0.385291	-0.0436706	-0.797669	1
2235	-0.521706	0.909323	-1.25707	-0.248975	-1.4567	-0.768681	-0.634674	-0.671886	0.94625	-0.1846	1.0391	0.698939	0.942498	-0.144499	0.197109	-0.797669	4
2236	-0.971859	-1.16802	-1.4475	-2.94774	-0.282825	-2.37585	1.22321	-1.0959	1.27285	0.725815	0.231145	2.0446	-1.40266	1.93234	-1.12718	0.989487	0
2237	-1.03188	0.731265	1.90411	0.871269	1.4064	0.217536	0.766887	-0.215257	0.114905	-1.09502	-0.819197	-1.30136	-2.42037	-0.294994	1.03984	-0.015788	7
2238	-0.551716	0.909323	-1.52367	-0.605416	-1.17039	-0.805207	0.0498094	-0.345723	1.06501	0.325232	1.0391	0.698939	1.11949	-0.264895	0.293421	-0.797669	4
2239	-1.12191	-1.04932	0.494911	-0.0452941	1.4064	1.27681	1.12543	1.28509	0.530577	1.05356	0.15035	0.22614	0.367271	-0.44549	0.197109	-0.797669	1
2240	-0.131574	0.137737	0.342565	0.871269	1.23462	0.655855	-0.0805684	0.632767	0.471196	0.470899	1.0391	-0.573981	0.234526	-1.07757	-1.12718	-0.713896	3
2241	1.87911	0.434501	0.380652	-0.401735	-1.4567	0.436696	-0.439107	1.80696	0.975941	2.2189	0.715918	0.880785	-0.0309631	-0.144499	-0.308528	-0.797669	9
2242	-0.701767	-0.515143	0.114046	0.871269	0.604735	0.509749	-0.178352	0.013057	-1.33995	-0.694433	-1.65408	-1.30136	-0.207956	-0.957174	1.28062	-0.602198	2
2243	-0.791798	-0.811907	-0.914289	0.871269	0.0607463	0.509749	-0.243541	-0.117408	-1.42902	-0.73085	-1.65408	-1.08315	-0.207956	-0.987273	1.28062	-0.797669	2
2244	-1.12191	0.553207	-0.457251	0.871269	0.404318	1.27681	1.58175	1.70911	0.649341	1.49056	-0.0112414	0.553462	-0.207956	-0.294994	0.0285632	-0.797669	7
2245	-0.731777	0.909323	0.72343	0.769429	0.375687	-0.257309	-0.471702	-0.769735	-1.25088	-1.24068	-1.65408	0.189771	-0.252204	0.397285	1.28062	0.738168	7
2246	-0.701767	0.19709	0.837689	0.871269	1.32051	0.765435	0.603915	0.567535	-0.68675	0.288816	-1.65408	-0.573981	-0.429197	-0.896976	1.28062	-0.797669	2
2247	-0.431676	-0.752554	-1.52367	-2.43854	-0.9986	-2.37585	0.571321	-1.19375	1.27285	0.215983	0.850578	1.53543	-0.252204	1.93234	-0.790087	1.29665	0
2248	1.12885	-0.752554	-0.571511	-0.350815	-1.4567	-1.02437	-1.15619	-1.45468	0.382123	-0.4031	1.0391	0.917154	1.47348	1.93234	-0.380762	1.52005	0
2249	-0.191594	-0.218379	0.532997	-1.87842	0.00348431	-2.15669	-1.44954	-1.45468	-1.69624	0.288816	-1.30397	1.75364	0.0132851	1.81194	1.28062	1.99476	5
2250	-0.701767	-0.0996736	0.418738	0.871269	1.4064	0.692382	0.0824038	0.176139	-1.22119	-0.694433	-1.65408	-1.30136	-1.93364	-0.0542016	1.08799	0.263455	7
2251	1.87911	-0.277732	0.761516	-0.605416	-0.168302	1.05765	1.19061	1.80696	0.916559	1.30848	0.15035	0.22614	-0.915927	-0.535787	-1.12718	-0.797669	9
2252	-1.12191	-1.99896	0.60917	-0.452655	1.4064	1.27681	1.09283	1.51341	0.530577	1.05356	0.365804	0.00792512	1.11949	-0.836778	0.919447	-0.797669	1
2253	1.87911	0.909323	0.494911	0.463908	-0.884076	-0.0381496	-1.31916	-0.508804	-0.567986	-1.24068	0.635123	-1.01041	0.0132851	-0.1144	-1.12718	0.0121363	6
2254	0.49864	0.19709	-0.609597	-0.350815	0.432949	-0.512995	-0.145757	-1.38945	-1.69624	-1.24068	-1.16931	0.444355	-0.207956	1.69154	1.28062	1.99476	5
2255	0.55866	0.909323	-0.761943	-0.198055	-1.4567	-0.732154	-0.732457	-0.867584	0.500887	-0.257434	1.0391	0.917154	0.942498	-0.0241026	0.317499	-0.797669	4
2256	-0.971859	0.909323	-0.342992	0.514828	-1.4567	-0.0746762	0.0172149	0.176139	1.27285	1.38131	0.0156905	0.917154	-1.04867	-0.144499	-1.1031	-0.797669	4
2257	-1.12191	-0.0403209	-0.381078	0.871269	-0.42598	0.363642	-0.765052	0.241371	0.94625	0.652982	1.0391	-0.319397	0.411519	-0.896976	-0.98271	-0.797669	3
2258	-0.371655	0.0190318	0.304479	0.871269	1.4064	1.16723	1.32099	1.02416	0.233668	0.835065	0.231145	-0.101182	-0.473445	-0.686282	-1.12718	-0.797669	3
2259	-1.12191	-1.76155	-0.114473	0.00562609	0.375687	1.27681	0.0824038	0.698	-0.241386	-0.0753504	-0.765333	-1.30136	-1.44691	-0.896976	1.28062	-0.574274	1
2260	-1.12191	0.909323	0.647257	0.616668	0.318425	-0.0746762	-0.178352	-0.443572	-0.953968	-1.24068	-1.54636	-0.501243	-0.694686	0.21669	1.28062	0.403077	7
2261	-0.371655	-0.45579	-1.40941	-1.16554	-1.14175	-2.37585	0.636509	-1.32421	1.27285	0.835065	-0.145901	2.33555	-2.33187	0.908969	-1.12718	-0.490501	0
2262	1.87911	0.731265	0.647257	0.871269	-0.71229	0.801961	-0.993213	0.208755	0.174287	0.398066	0.365804	-0.864934	-0.783183	-1.07757	-1.12718	-0.713896	5
2263	-0.251615	-1.10867	0.494911	0.871269	1.17735	0.948067	0.962454	0.241371	-0.211695	-0.585183	-1.65408	-1.30136	-0.561942	-0.896976	1.28062	-0.630123	2
2264	0.52865	-1.16802	2.28498	0.209307	0.289794	1.27681	0.0498094	0.698	0.411814	-0.1846	-0.57681	-1.30136	-2.42037	-0.44549	-0.188138	0.514774	8
2265	-0.311635	0.909323	0.114046	-0.860017	0.46158	-1.24353	-0.210946	-1.45468	-1.69624	-0.257434	-0.388287	0.844415	2.00445	1.66145	-0.645619	1.91099	8
2266	-0.311635	0.0783846	1.14238	0.871269	0.74789	0.436696	-0.0479739	0.273988	1.15409	0.215983	1.0391	-0.61035	-0.11946	-0.896976	-1.12718	-0.797669	3
2267	1.87911	0.137737	-0.114473	0.871269	-1.4567	0.327116	1.2558	1.21986	0.975941	2.10965	0.15035	0.917154	-0.517694	-0.174598	0.0526412	-0.797669	9
2268	1.87911	-1.10867	1.29473	0.871269	-0.769552	0.838488	-0.276135	0.600151	1.0947	1.5634	0.74285	0.00792512	-0.11946	-1.04747	-1.12718	-0.797669	9
2269	1.21888	0.19709	-1.37133	0.871269	-1.4567	0.290589	1.12543	1.31771	1.27285	2.07323	0.392736	0.917154	0.14603	-0.174598	0.41381	-0.797669	9
2270	1.60902	0.909323	0.304479	-0.198055	-0.798183	-0.549521	-1.091	-0.867584	0.144596	-1.24068	1.0391	-0.646719	0.0132851	0.0661947	-1.12718	0.151758	6
2271	-1.12191	0.909323	-1.48559	-0.299895	-0.740921	-0.257309	0.473537	0.371837	1.27285	1.27206	0.823646	0.444355	1.56197	-0.355192	1.13615	-0.797669	4
2272	-0.251615	-0.218379	0.761516	0.871269	1.12009	0.582802	0.538726	0.241371	-0.68675	-0.257434	-1.65408	-1.15589	-0.340701	-1.07757	1.28062	-0.769744	2
2273	-1.12191	-4.25437	-0.495338	-2.0821	0.46158	0.18101	1.58175	1.80696	1.00563	2.18248	0.204213	0.989892	-0.163708	-0.1144	-0.115904	-0.797669	1
2274	-1.0919	0.84997	0.685343	0.871269	1.4064	0.948067	0.571321	0.534918	-0.716441	-0.148184	-1.62715	-1.30136	-2.42037	-0.0843007	0.245265	0.207606	7
2275	1.66904	0.909323	0.72343	-0.198055	1.26325	0.107957	1.58175	1.48079	1.27285	0.944315	0.715918	-0.137551	-0.11946	-0.776579	-1.12718	-0.797669	9
2276	-1.12191	-1.7022	-0.000213455	-0.860017	0.661997	0.728908	1.58175	1.80696	0.649341	1.52698	0.0156905	0.553462	-0.340701	-0.325093	-0.115904	-0.797669	1
2277	1.15886	0.909323	-0.152559	-0.401735	-1.17039	-0.659101	-1.6777	-0.900201	-0.419532	-1.24068	1.0391	-0.864934	0.367271	-0.144499	-1.05494	-0.15541	6
2278	-0.461686	0.315796	1.02812	0.871269	1.0342	0.546275	0.310565	0.404453	-0.805514	-0.00251719	-1.65408	-0.864934	-0.60619	-1.07757	1.28062	-0.769744	2
2279	0.018477	0.671912	1.44707	0.871269	1.14872	0.619328	-0.0153795	0.502302	0.916559	0.0338994	1.0391	-1.15589	-0.296452	-1.07757	-1.12718	-0.658047	3
2280	-0.221604	-1.28673	0.799603	0.871269	1.4064	0.619328	0.799482	-0.182641	-0.449223	-1.24068	0.338873	-0.974042	-0.0752113	0.397285	-1.12718	0.961563	8
2281	-1.12191	0.493854	0.532997	0.871269	0.833783	0.144483	0.603915	-0.313106	0.263359	-1.24068	-0.899992	-0.319397	-1.57965	0.337086	1.28062	0.654395	7
2282	-0.881828	-0.752554	0.037873	0.871269	0.547473	0.254063	-0.145757	-0.313106	-1.42902	-0.985766	-1.65408	-1.08315	-0.207956	-0.806679	1.28062	-0.797669	2
2283	-1.12191	-0.159026	-0.381078	0.871269	0.690628	0.765435	-0.0479739	0.33922	0.025832	0.215983	1.0391	-0.537612	0.323023	-1.07757	-0.934554	-0.74182	3
2284	1.87911	0.909323	0.342565	0.158387	-0.969969	-0.220782	-1.6777	-0.541421	-1.1618	-1.24068	0.392736	-1.08315	0.278774	-0.204697	-0.958632	-0.322955	6
2285	-0.671757	-0.693201	-0.0383	0.871269	1.20599	1.09417	0.962454	0.567535	-0.419532	-0.00251719	-1.65408	-0.937673	-0.694686	-1.07757	1.28062	-0.685971	2
2286	-1.06189	0.375148	0.152133	0.871269	1.14872	0.619328	0.0172149	0.33922	0.144596	0.725815	1.0391	-0.319397	0.0575333	-0.987273	-1.12718	-0.797669	3
2287	1.45897	0.909323	-0.114473	0.412987	-1.25628	-0.184256	-1.6777	-0.574037	-0.627368	-1.24068	1.0391	-1.11952	1.25224	-0.144499	-0.645619	-0.0995609	6
2288	-0.551716	-0.396437	-1.52367	-2.38762	-0.740921	-2.37585	0.636509	-1.32421	1.27285	0.179566	0.769782	1.75364	-0.252204	1.93234	-0.886398	1.32458	0
2289	0.55866	0.909323	-0.419165	-0.452655	-1.4567	-0.914787	-0.0153795	-0.215257	1.27285	0.361649	0.419668	1.35358	0.14603	0.00599652	-0.28445	-0.797669	4
2290	-0.821808	-0.693201	-0.266819	0.871269	0.261163	0.619328	0.245376	0.600151	1.27285	0.252399	0.823646	-1.08315	-0.517694	-1.07757	-1.12718	-0.295031	3
2291	-1.12191	-5.02595	0.418738	-3.76247	1.0342	-1.02437	1.58175	0.828466	0.441505	2.40098	-1.27704	2.11734	-0.827431	0.87887	1.25654	0.821941	9
2292	1.06883	0.909323	-1.52367	0.412987	-0.0537776	-0.0746762	1.58175	-0.443572	0.025832	-1.24068	-1.22317	-0.283028	-0.429197	0.999266	-0.40484	1.93891	8
2293	1.87911	0.909323	0.685343	0.514828	-0.740921	0.18101	-1.48213	-0.0521757	-1.69624	-0.658016	-0.657606	-1.30136	0.234526	-0.385291	-0.693775	0.235531	6
2294	-0.0415433	0.315796	1.48516	0.871269	1.4064	1.20375	-0.0479739	1.41556	-0.746132	0.907898	0.392736	0.0442943	-0.340701	-0.927075	-1.12718	-0.797669	5
2295	-1.12191	0.671912	-0.114473	0.871269	1.4064	0.875014	1.12543	-0.0521757	-0.0632408	-1.24068	-0.846129	-1.30136	-1.97788	0.0661947	0.678668	0.347228	7
2296	-0.701767	-1.28673	-0.80003	0.871269	0.347056	1.1307	0.277971	0.404453	-0.894586	-0.29385	-1.65408	-1.30136	-0.207956	-0.896976	1.28062	-0.462577	2
2297	1.87911	0.493854	0.913862	0.871269	-0.597766	0.254063	-1.35175	-0.084792	-1.33995	-0.840099	0.285009	-1.30136	0.500015	-0.355192	-1.12718	-0.406728	6
2298	0.138518	0.671912	-1.14281	-0.961857	-1.4567	-1.57227	-0.243541	-1.45468	1.03532	-0.4031	1.0391	1.06263	0.411519	1.90224	-0.934554	1.99476	0
2299	0.52865	-0.752554	0.494911	0.871269	1.4064	1.09417	1.12543	0.698	0.471196	0.143149	0.715918	-1.11952	-0.561942	-1.07757	-1.12718	-0.322955	3
2300	1.57901	0.909323	0.114046	-0.198055	-1.4567	-0.330362	-0.0153795	0.437069	1.27285	1.27206	0.958305	0.917154	1.07524	-0.234796	0.317499	-0.797669	4
