	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	estado
212	-1.42409	-1.53447	-0.99101	-0.63035	0.08618	1.88889	1.73577	0.33734	-0.07367	-1.37451	-0.36731	-1.01476	0.61063	-0.65442	-1.45848	0.28039	-1.10655	0.63027	-0.76629	-1.64959	0.37004	-1.04523	0.67610	-0.68741	-1.60852	ac
213	-1.71820	-1.32197	-1.67279	-1.11350	-0.25280	1.51955	2.11621	1.24741	0.87999	-1.17923	-0.48376	-0.96635	0.65366	-0.65161	-1.56307	0.18233	-1.10082	0.65999	-0.76779	-1.82586	0.21763	-1.06495	0.68278	-0.69084	-1.78402	ac
214	-0.17221	-0.75028	0.65685	0.83600	1.53772	0.54135	-0.55679	-1.54764	-1.12714	-1.52202	-0.37535	0.87971	0.42405	0.21297	1.14554	-0.64481	1.12777	-0.02160	0.75239	1.20619	-0.45914	1.10445	-0.18193	0.56059	1.21052	v/at
215	-0.37910	-0.50391	-0.91165	0.23342	1.83097	1.94180	-0.65433	-1.72767	-1.16104	-1.76011	-0.12267	0.72387	0.04461	0.41490	0.83056	0.28417	0.39273	-0.76616	0.49261	0.50416	0.26355	0.43574	-0.54469	0.37524	0.59594	v/at
216	-1.02598	-1.57541	0.94795	1.52045	1.65455	0.74766	-0.74576	-1.61307	-1.20732	-2.18207	-0.16883	0.32072	0.28219	-0.10339	0.85461	-0.10170	0.20697	0.30090	-0.18424	0.79952	-0.03374	0.24010	0.20388	-0.15119	0.79237	v/at
217	-0.35194	-1.33656	0.03584	-0.46073	1.04136	2.03761	0.57588	-1.91115	-1.06410	-0.98769	-0.40958	-0.60567	0.57565	-0.49891	-0.20684	0.18335	-0.76476	0.61287	-0.66669	-0.25314	0.31458	-0.69459	0.61444	-0.57285	-0.32865	v/at
218	-1.75537	-0.97513	-0.49916	-0.04106	3.49022	1.95097	-1.03333	-1.87516	-1.33583	-2.74749	-0.34589	0.00786	0.41642	-0.32318	0.53398	0.10180	0.03361	0.04848	-0.23155	0.56721	0.08041	-0.01828	0.18012	-0.26501	0.50877	v/at
219	-1.56205	-2.42020	0.89348	1.22866	2.85829	0.80338	-0.74245	-1.93990	-1.32537	-2.70562	-0.34410	0.01255	0.50338	-0.30918	0.63975	0.03963	-0.26985	0.49826	-0.48570	0.45310	0.13925	-0.17854	0.44475	-0.41192	0.46956	v/at
220	-0.98139	-1.11356	-0.59662	-0.88832	0.73701	1.51197	1.13994	-0.79267	-0.29112	-0.68952	-0.43586	-0.81834	0.61276	-0.60945	-0.73480	0.24685	-0.99085	0.60414	-0.73613	-1.06303	0.43122	-0.92180	0.64904	-0.66190	-1.01320	ac
221	-0.46234	-0.60055	-0.73652	-0.86127	-0.68833	1.08650	1.09413	-0.03280	0.34049	0.43635	-0.21279	-0.84692	0.61992	-0.63155	-0.93653	0.46955	-1.01728	0.61439	-0.75300	-1.22417	0.55801	-0.96217	0.65216	-0.67383	-1.15399	ac
222	-0.11184	-0.52382	1.10520	1.19436	0.78474	0.05838	-0.76563	-1.35787	-0.92641	-0.88352	-0.12913	0.72608	0.17313	0.19315	1.07299	0.04605	0.52390	0.19388	0.10911	0.95339	0.15133	0.61988	-0.03027	0.17946	0.98602	v/at
223	-0.28766	0.58130	-0.60459	-0.83791	-1.68715	0.63440	1.67919	1.20806	0.31830	0.70348	-0.37443	-1.01367	0.62349	-0.64651	-1.71621	0.31706	-1.10313	0.66176	-0.76037	-1.89096	0.38012	-1.03296	0.67592	-0.67894	-1.71769	ac
224	0.16014	1.27187	-0.19069	-0.95421	-1.55843	-0.15064	1.39891	1.07511	0.44942	1.15601	-0.96919	-0.85044	0.65557	-0.63724	-1.10672	-0.19994	-1.00465	0.68008	-0.75675	-1.36337	-0.27379	-0.96660	0.68247	-0.67745	-1.19841	ac
225	0.69076	1.33323	-0.04030	-1.24816	-1.99705	0.26923	1.63985	1.03449	-0.10924	1.79838	-1.78754	-1.08520	0.60076	-0.66408	-1.84850	-1.05625	-1.15543	0.63811	-0.77169	-2.07339	-1.18431	-1.07447	0.68384	-0.69089	-1.83284	ac
226	-1.50556	-0.59030	-0.75040	-0.21789	1.35083	0.85002	0.53414	-0.69996	-0.33638	-1.10556	-0.39989	-0.97636	0.61739	-0.65402	-1.11078	0.09802	-1.04162	0.63646	-0.75937	-1.16040	0.33606	-0.98326	0.68168	-0.68357	-1.14842	ac
227	-0.82696	0.96388	-0.51472	-1.04792	-0.56537	0.74869	1.42421	0.65966	-0.09243	0.22168	-0.54831	-1.05925	0.62261	-0.65736	-1.77622	0.05607	-1.13618	0.65632	-0.76715	-1.99257	0.17640	-1.05531	0.69737	-0.68668	-1.74486	ac
228	-0.12449	1.08512	-0.13679	-0.99763	-0.31831	0.56956	1.25279	0.00870	-0.29635	0.23017	-0.40061	-0.99229	0.62851	-0.65184	-1.29230	0.13895	-1.08596	0.63989	-0.76315	-1.45525	0.28358	-0.99349	0.69655	-0.68136	-1.27336	ac
229	-1.12439	0.42481	-1.78132	-1.38670	-0.37994	0.41584	0.80947	1.65243	1.70122	-0.18107	0.88739	-0.68844	0.24535	-0.47693	-0.66400	0.09322	-0.21371	0.67703	-0.43867	0.07900	0.41265	-0.56527	0.34469	-0.47837	-0.26039	hid
230	0.21438	-0.71613	1.15915	1.63872	-0.23707	-0.99425	-0.72647	-0.52651	-0.45086	0.16640	0.25205	0.92752	-0.97407	0.68968	1.00838	0.19380	0.49669	-0.52397	0.33942	0.81929	0.47929	0.66446	-0.78462	0.47182	0.85713	v/at
231	1.12912	0.16261	1.48862	1.52388	-0.59916	-1.76787	-1.21746	-0.20905	-0.18151	0.85439	0.27234	2.16123	-1.84526	2.04270	1.40932	-0.06575	1.64716	-1.06356	1.51127	1.31001	0.21632	1.88860	-1.55575	1.68690	1.29270	v/at
232	0.96659	-0.03058	1.49710	1.85781	-0.37447	-1.86780	-1.37276	-0.36326	-0.40119	0.76983	0.20522	1.78687	-1.33280	1.44586	1.35594	-0.25635	1.18521	-0.62900	0.90247	1.21728	0.10859	1.56825	-1.02786	1.16361	1.26791	v/at
233	0.67052	-0.76606	1.76000	1.85640	-0.10413	-1.60198	-1.10648	-0.36772	-0.54597	0.24106	0.22946	1.30363	-1.22501	1.08838	1.18128	-0.28294	0.64416	-0.42523	0.38358	0.99692	0.07157	1.01940	-0.75633	0.68427	1.10117	v/at
234	-0.85926	0.68270	-2.09249	-1.30719	0.73267	0.00673	-0.60127	1.67837	1.27155	0.13882	1.63596	-0.40527	-0.13865	-0.24047	-0.44729	1.84346	0.11756	-0.63529	-0.04218	-0.42431	1.40383	-0.18076	-0.34532	-0.11721	-0.24085	hid
235	0.43250	0.36950	0.98916	0.00442	0.03736	0.06035	0.48055	-1.04153	-0.62694	-0.07772	0.19462	-0.64284	0.53621	-0.56269	-0.14467	0.19248	-0.66196	0.46336	-0.64205	-0.09162	0.53267	-0.58183	0.45065	-0.53372	-0.11147	ac
236	1.33725	2.04851	1.38915	-0.58667	-1.15336	-0.62589	0.47094	-0.29982	-0.37028	1.41208	-0.15459	-0.74018	0.52769	-0.59474	-0.34392	-0.02963	-0.86595	0.60532	-0.71930	-0.45875	0.31866	-0.73006	0.60123	-0.61282	-0.33265	ac
237	-2.02498	-0.85558	-2.35227	-1.73683	-1.12949	1.18998	1.45270	2.30957	3.25039	-1.02967	2.02456	-0.89250	0.40878	-0.60059	-1.47319	1.14066	-0.30522	0.87074	-0.54784	-0.90653	1.45210	-0.72590	0.48400	-0.58508	-1.03822	hid
238	-0.45018	-1.50181	1.97184	2.08153	0.63190	-0.77405	-0.49463	-0.87137	-0.90093	-1.37030	-0.00268	0.99389	-0.29731	0.42284	1.14951	-0.46279	0.56947	0.43849	0.10513	0.97477	-0.16371	0.70670	-0.04109	0.17099	1.03546	v/at
239	-0.38031	-0.39334	-0.26448	-0.76084	0.03481	1.73606	1.34057	-1.13902	-0.62686	-0.41214	-1.84620	-0.83131	0.69177	-0.61854	-0.72473	-1.64058	-0.93868	0.67731	-0.72708	-0.82137	-1.34646	-0.84711	0.72599	-0.64818	-0.73804	ac
240	-1.80534	-0.59637	-2.48286	-1.91409	-2.00168	1.26815	2.27909	2.42205	3.50118	-0.69936	1.48774	-0.64104	-0.00900	-0.36487	-1.19218	1.08167	-0.74776	-0.03304	-0.44290	-1.55605	1.17415	-0.70603	0.05750	-0.37873	-1.62392	hid
241	-1.18803	-0.14018	-1.94941	-1.64005	-1.35231	0.90115	1.94191	2.25545	1.89925	-0.14283	1.11610	-0.86596	0.26589	-0.51040	-1.74788	0.35919	-0.92400	0.28009	-0.61735	-1.73526	0.58073	-0.81944	0.24456	-0.48633	-1.83100	hid
242	0.43532	1.17608	-0.28747	-0.73713	-0.06166	1.43628	0.99829	-1.09544	-0.79800	-0.36342	-1.91650	-0.57075	0.85447	-0.51878	-0.25485	-1.85140	-0.76386	0.80641	-0.65276	-0.44043	-1.52235	-0.65629	0.81864	-0.57699	-0.33368	ac
243	0.84513	0.75316	0.96175	-0.25938	0.17155	0.56727	0.26013	-1.56808	-0.89398	-0.06138	-1.39530	0.19728	0.79199	-0.19730	0.74208	-1.46667	-0.02696	0.85473	-0.29788	0.62422	-1.13632	0.12211	0.75082	-0.19807	0.67884	v/at
244	-0.33480	-1.01146	1.47267	1.59465	0.61868	-0.22773	-0.66326	-1.06126	-0.79149	-1.18602	-1.43178	0.99144	0.19945	0.27400	1.19445	-1.82290	0.87954	0.64492	0.39289	1.11371	-1.71330	0.89321	0.25035	0.23827	1.14864	v/at
245	-0.09600	-1.20106	1.51029	1.82403	0.88063	-0.42450	-0.35866	-1.40396	-1.14762	-1.30489	-1.75465	0.58268	0.57982	0.01108	1.02358	-2.31673	0.29857	0.82911	-0.10281	0.87673	-1.92717	0.48953	0.58038	-0.05190	0.97654	v/at
246	-1.47086	-0.28824	-2.28782	-1.79782	-1.80820	0.77451	1.78038	2.51611	3.14341	-0.15507	1.55957	-0.66078	-0.00079	-0.36882	-1.30566	1.32964	-0.61276	0.24688	-0.45340	-1.13812	1.18457	-0.69623	0.13657	-0.38468	-1.41159	hid
247	-0.87531	1.60079	-1.67699	-1.59793	0.01854	0.30422	0.18526	2.20320	1.31000	-0.31177	1.75313	-0.68357	0.14221	-0.40133	-0.84299	0.44927	0.23745	0.76655	-0.10244	-0.22193	0.75483	-0.15816	0.07048	-0.26030	-0.09014	hid
248	1.50484	0.82834	1.28337	-0.26255	-0.77474	-0.23470	-0.03658	-0.71228	-0.47327	1.10173	-0.25654	0.67399	0.41515	0.18210	1.01054	-0.36485	0.17103	0.55314	-0.05161	0.77771	-0.02912	0.37008	0.30128	0.09175	0.84226	v/at
249	1.33719	0.47925	1.13069	1.27547	-0.47332	-1.00000	-0.89874	-0.79161	-0.52742	0.54509	-0.55918	2.12527	-0.37213	1.48490	1.55767	-1.28621	2.04641	0.22679	1.77644	1.48352	-0.95442	2.27057	-0.27826	1.64740	1.56598	v/at
250	1.09072	1.39824	0.02034	-0.86415	-1.09127	0.34197	0.59335	0.18709	-0.30534	1.16872	-0.66666	-0.11118	0.77880	-0.31286	0.26881	-0.60376	-0.47911	0.70493	-0.51560	0.09753	-0.19023	-0.36084	0.66070	-0.40997	0.14932	ac
251	0.99286	-0.05492	2.07255	1.35113	-0.78117	-0.96286	-0.75956	-0.94924	-0.65843	0.72708	-0.32975	0.73688	0.15305	0.28814	1.08477	-0.87921	0.38409	0.39485	0.11752	0.91567	-0.29133	0.71419	0.05113	0.31970	1.02963	v/at
252	-1.90513	-0.91123	-2.62792	-1.91794	-2.43483	1.30918	2.16257	2.74231	4.12732	-0.67945	2.06954	-0.83744	0.20153	-0.49598	-2.16014	1.84184	-0.90440	0.26401	-0.59514	-1.69177	1.89393	-0.89319	0.37588	-0.55103	-1.90240	hid
253	0.94697	0.83807	0.89013	-0.57938	-0.75271	0.46262	0.36018	-0.54304	-0.26746	0.44613	-0.26786	0.05846	0.77448	-0.30479	0.56119	-0.31084	-0.33165	0.67040	-0.46711	0.36028	0.06660	-0.21024	0.68679	-0.38566	0.39982	v/at
254	1.40683	0.72417	0.49656	0.95774	-0.17824	-1.21716	-1.03919	-0.38563	-0.26148	0.67596	-0.23113	2.58494	-1.60295	2.19405	1.55844	-0.83600	2.21171	-0.95700	2.02750	1.40308	-0.57412	2.38500	-1.40136	1.95266	1.49569	v/at
255	1.17908	0.31711	1.99409	0.62715	-0.45792	-0.41013	-0.58009	-1.18534	-0.74676	0.51347	-0.06457	1.06204	0.38958	0.46931	1.20384	-0.18848	0.70142	0.35374	0.31356	1.08353	0.12164	0.81504	0.17235	0.36108	1.05186	v/at
256	0.38360	0.12671	1.27090	0.28023	-0.15487	1.06175	0.51969	-1.55597	-1.09325	-0.72916	-0.75017	-0.10388	0.80075	-0.35573	0.52027	-0.88863	-0.31345	0.76063	-0.48066	0.41198	-0.43511	-0.20600	0.78004	-0.41910	0.44639	v/at
257	1.29527	0.29983	0.88638	1.30972	0.08543	-1.23442	-1.07986	-0.94399	-0.64188	0.57109	-0.59740	2.22132	-0.56269	1.79378	1.58795	-1.39939	1.52219	0.26715	1.17999	1.37834	-1.03204	2.01209	-0.29444	1.50083	1.53238	v/at
258	0.37771	-0.40654	1.36227	1.26856	-0.02068	-0.71716	-0.73073	-0.62266	-0.48370	-0.17211	-0.56691	1.26586	-0.43647	0.77408	1.28397	-1.02930	0.69113	0.12025	0.37525	1.02702	-0.73696	0.93439	-0.24666	0.50901	1.14576	v/at
259	-0.13276	-0.37193	-0.06246	0.65630	1.37670	-0.82850	-0.90347	-0.48415	-0.52783	-0.06607	0.45821	-0.32011	0.44316	-0.44704	0.32034	-0.03893	-0.02443	0.58151	-0.29357	0.58749	0.22764	-0.24463	0.50251	-0.44138	0.40418	v/at
260	-0.78326	-1.42414	0.04439	1.11403	1.83009	-0.37874	-0.77222	-0.75875	-0.72677	-1.06744	0.58066	-0.29191	0.37764	-0.43762	0.33573	0.45965	-0.10292	0.39590	-0.36142	0.50054	0.50049	-0.27118	0.42388	-0.45300	0.35240	v/at
261	0.70517	1.24171	-0.56217	-0.48653	0.28275	-0.86284	-0.90989	0.53603	0.13239	1.19583	1.05257	0.09391	0.23560	-0.20763	0.52997	0.49409	0.54724	0.59375	0.10999	0.66138	0.73238	0.13899	0.30109	-0.17862	0.59517	v/at
262	0.67044	1.07493	-0.25481	0.02067	0.31362	-1.06760	-1.12948	0.54243	-0.06734	0.98426	1.06102	0.09837	-0.05045	-0.07970	0.59521	0.31526	0.38110	0.04545	0.14322	0.74399	0.60407	0.18736	0.02454	-0.04017	0.67668	v/at
263	-2.09459	-1.61302	-2.45443	-1.48965	-0.34001	1.21005	1.31033	1.68486	2.66859	-1.05784	1.15309	-1.05976	0.57385	-0.66165	-1.64916	1.28991	-0.89699	0.58146	-0.73050	-0.64569	0.90786	-0.97343	0.62414	-0.67631	-1.23514	v/at
264	-2.23514	-1.69853	-2.51217	-1.71695	-1.03812	1.54912	1.59675	1.72185	3.52654	-1.23778	1.13761	-1.07109	0.56619	-0.65977	-1.83767	1.24046	-1.03657	0.58488	-0.74801	-1.24394	0.92637	-1.03452	0.62796	-0.67793	-1.73911	v/at
265	1.31870	2.12915	0.17166	-1.43918	-1.93575	-0.20116	0.97826	0.87091	0.11714	2.26162	1.41981	-1.04733	0.58418	-0.65911	-1.54358	2.08578	-1.10649	0.61050	-0.76463	-1.68297	1.69077	-1.02437	0.66444	-0.68320	-1.48358	ac
266	-0.14602	-0.51619	0.09461	0.93862	1.14204	-0.98573	-1.01859	-0.16980	-0.37657	-0.21738	0.94933	-0.07326	0.06939	-0.26502	0.46883	0.73990	0.09636	0.02833	-0.18837	0.58498	0.97008	-0.10107	0.17132	-0.32159	0.45241	v/at
267	0.94774	0.93344	0.12598	0.20568	0.38885	-1.04514	-1.33415	-0.44254	-0.37374	1.36752	0.84415	0.10756	0.29500	-0.19225	0.65044	0.31208	0.19244	0.37136	-0.10012	0.73583	0.53944	0.08803	0.37073	-0.22603	0.67148	v/at
268	-0.88587	0.26020	-1.16228	-0.90877	0.50915	0.16144	0.14342	0.91550	0.68168	-0.13827	1.61019	-0.93956	0.54789	-0.64446	-0.99347	1.53032	-0.80021	0.49184	-0.68321	-0.45569	1.15067	-0.84020	0.55114	-0.63658	-0.72825	v/at
269	0.39122	-0.13822	-0.32632	-0.60300	0.02981	0.84459	0.59543	-0.49281	-0.43165	0.13074	0.49669	-0.92789	0.57703	-0.64234	-0.95142	0.96213	-0.99607	0.56823	-0.74177	-1.14326	0.68321	-0.89530	0.63855	-0.66079	-0.89850	ac
270	-1.29191	-1.75405	0.20630	1.45268	2.52023	-0.27264	-0.88162	-1.20403	-0.96978	-1.82804	-0.14239	-0.22942	0.24631	-0.39234	0.36397	-0.20456	0.22137	-0.08077	-0.12963	0.72286	-0.27517	-0.11424	0.24221	-0.36769	0.45286	v/at
271	-1.87288	-1.41672	-2.38064	-1.64660	-1.26268	1.27970	1.40873	1.80587	3.56000	-0.93470	1.28645	-1.02914	0.55125	-0.64807	-1.53744	1.21706	-0.89154	0.60870	-0.70916	-1.13093	0.94888	-0.97097	0.58746	-0.65331	-1.42758	v/at
272	-0.09395	0.07159	-0.52893	0.33870	1.36773	-0.76974	-1.15497	-0.06880	-0.20189	0.00045	1.04821	-0.06563	-0.00982	-0.19096	0.45056	0.74008	0.51868	-0.51774	0.33130	0.74918	0.81104	0.12958	-0.18178	-0.03929	0.57357	v/at
273	0.84779	0.66776	0.27930	0.76432	0.62126	-1.21005	-1.29897	-0.31695	-0.39649	0.45485	0.99027	0.58735	-0.48005	0.28835	0.84216	0.66843	1.06023	-0.95918	0.80279	1.03765	0.80234	0.74283	-0.52078	0.37398	0.92436	v/at
274	-0.98778	0.47418	-2.08621	-1.72533	-0.49819	0.54743	0.41767	1.82772	2.33924	-0.11080	2.35860	-0.93398	0.50030	-0.63543	-1.32095	2.14526	-0.66587	0.15014	-0.50521	-0.67631	1.94739	-0.72335	0.30518	-0.51158	-0.90919	v/at
275	0.42589	0.60047	0.08457	-0.44225	-0.83387	0.34103	1.03244	-0.13655	-0.36199	0.64235	0.80234	-0.83663	0.44177	-0.58438	-0.74590	1.38617	-0.93528	0.45944	-0.69332	-0.89544	1.24700	-0.87026	0.55773	-0.62982	-0.88386	v/at
276	-0.29191	-0.71349	0.58138	1.50043	0.38426	-0.81264	-0.65847	-0.43665	-0.38335	-0.40218	1.28762	0.16434	-0.42929	0.04656	0.49135	1.45614	0.18488	-0.77538	0.12765	0.49940	1.27704	0.15669	-0.45602	0.04273	0.43750	v/at
277	0.95344	0.73413	0.14553	0.83385	0.50719	-1.40583	-1.63255	-0.17588	-0.31155	0.85339	0.72058	0.53822	-0.40658	0.20107	0.86219	0.19422	0.79570	-0.81229	0.53342	0.97069	0.23917	0.65857	-0.44486	0.28401	0.94232	v/at
278	0.21039	-0.04430	0.47606	1.08235	0.86678	-0.86527	-1.16819	-0.42094	-0.65770	-0.13932	0.73492	0.10938	0.09328	-0.18099	0.66583	0.25717	0.50027	-0.12749	0.17176	0.89646	0.42238	0.26367	0.04484	-0.08818	0.76839	v/at
279	0.91944	0.86337	-0.10306	0.40433	0.65218	-1.21889	-1.46294	0.07460	-0.21929	0.74623	0.93043	0.41348	-0.30462	0.13102	0.78661	0.43480	0.94429	-0.71215	0.67128	1.01593	0.49952	0.63515	-0.43201	0.30545	0.92220	v/at
280	0.95610	0.82875	0.05076	0.40385	0.25345	-1.26113	-1.23668	0.25729	-0.07462	0.84349	1.04708	0.47396	-0.58991	0.31280	0.75638	0.73210	0.75532	-1.07824	0.70928	0.89127	0.71857	0.55746	-0.66845	0.40463	0.82381	v/at
281	0.14558	-0.05341	-0.41635	-0.84486	-0.91932	0.88945	1.16939	-0.00950	0.01305	0.67116	0.20727	-0.75723	0.56297	-0.57952	-0.59903	0.41668	-0.92183	0.55537	-0.69455	-0.75934	0.74986	-0.84082	0.58236	-0.59780	-0.77923	v/at
282	-1.03350	-1.03181	-0.83893	0.01488	1.85688	0.01656	-0.54292	0.09889	-0.05480	-1.01902	0.93893	-0.03667	-1.05068	0.71518	0.06261	0.50214	0.11252	-0.45735	0.09022	0.59285	0.54538	0.10896	-1.26763	1.00283	0.27147	v/at
283	1.42109	1.03479	0.15943	0.36626	0.08171	-1.12729	-1.15687	-0.14086	-0.26360	1.03556	0.02401	1.13439	-0.98400	0.88977	1.13314	-0.52448	1.10059	-0.67771	0.86518	1.11546	-0.43656	1.27659	-0.96791	0.98596	1.20158	v/at
284	-0.03299	0.96946	-0.06245	-0.48435	1.25870	0.41191	-0.53500	-0.00001	-0.76913	-0.69268	0.51026	-0.49284	0.57065	-0.50638	0.03739	0.54727	-0.01205	-0.38982	-0.16919	0.25416	0.46527	-0.14953	0.11864	-0.34811	0.21767	v/at
285	1.03228	1.15593	0.49980	-0.69234	-0.63046	0.58233	0.10489	-0.63162	-0.46915	0.81621	-0.02553	-0.46911	0.60911	-0.52880	0.10891	0.23490	-0.61707	0.73531	-0.63086	-0.07865	0.27522	-0.52447	0.69616	-0.56128	0.03857	v/at
286	1.17330	1.10895	-0.18367	0.47017	0.68752	-1.86237	-1.88662	0.57380	-0.03647	1.10981	0.27136	0.89209	-1.08315	0.69297	0.94625	-0.00466	1.27296	-1.58155	1.18890	1.08846	0.03594	0.99847	-1.12414	0.81926	1.02958	v/at
287	1.62635	1.64054	-0.18945	0.35143	0.04420	-1.75875	-1.39076	0.36291	0.07088	1.33443	0.51877	1.63251	-2.27927	1.82569	1.11049	0.01664	1.97214	-2.49694	2.31042	1.24960	-0.00211	2.01707	-2.63493	2.32848	1.28197	v/at
288	-0.77027	-0.58690	-0.20987	-0.86638	0.29359	1.91794	1.45015	-0.99407	-0.74800	-0.71159	0.02585	-0.94195	0.64621	-0.64589	-1.02266	0.13156	-1.02614	0.66267	-0.75245	-1.11422	0.47335	-0.95405	0.72965	-0.67188	-1.13127	ac
289	0.61732	0.27250	0.78875	-0.37701	-0.16810	0.96954	0.27674	-1.12944	-0.78898	0.05204	0.52471	-0.50430	0.63645	-0.52594	0.01041	0.54709	-0.57553	0.75324	-0.60138	-0.05497	0.79688	-0.55473	0.67692	-0.56002	-0.05134	v/at
290	0.12148	0.45908	-0.76712	-0.51637	0.43909	-0.62879	-0.81384	0.76340	0.64697	0.57612	1.09284	-0.11335	-0.45871	0.05521	0.12912	1.00869	0.35153	-0.90771	0.34465	0.55777	0.90945	0.00212	-0.44631	0.08278	0.29451	v/at
291	0.45368	1.10775	-0.56249	-0.81639	-0.86516	0.48830	1.06676	0.07425	-0.12228	0.79173	0.46974	-0.57768	0.46622	-0.49013	-0.27552	0.61070	-0.80758	0.52572	-0.65959	-0.46071	0.76878	-0.74274	0.55273	-0.56705	-0.50294	v/at
292	0.26484	0.38479	-0.21773	0.42988	1.40099	-1.19344	-1.60893	-0.02400	-0.27770	0.32831	1.07721	0.33099	-0.59903	0.24764	0.64593	0.48287	0.71112	-0.64422	0.44135	0.95640	0.79889	0.44352	-0.42370	0.21416	0.79080	v/at
293	1.56863	1.36288	-0.04244	0.38319	-0.11022	-1.59586	-1.66915	0.37253	0.09971	1.50641	0.69337	1.63191	-2.57473	2.12123	1.06920	0.40852	1.95598	-2.75841	2.51243	1.19186	0.36534	1.91199	-2.84309	2.46703	1.19813	v/at
294	1.24329	0.57684	1.08270	1.07704	-0.36029	-1.24083	-1.23254	-0.41274	-0.30250	0.77270	0.43454	1.69744	-1.88581	1.76931	1.25343	0.28003	1.84411	-2.25109	2.13175	1.24641	0.33924	1.85652	-2.21400	1.98199	1.23877	v/at
295	1.09774	0.91275	0.03993	0.59191	0.31141	-1.50052	-1.55722	0.13990	0.07395	0.87078	0.70669	1.36249	-2.24088	1.68997	0.97810	0.05331	2.06555	-1.81441	2.05183	1.22396	0.14146	1.75560	-1.66739	1.62759	1.23756	v/at
296	-0.29705	0.48338	-0.64364	-1.13305	-0.87242	1.45546	1.13811	0.24983	0.23788	0.02288	0.08375	-1.06303	0.62431	-0.65755	-1.81967	0.26551	-1.14048	0.66059	-0.76642	-2.16344	0.42791	-1.05643	0.71047	-0.68455	-1.83985	ac
297	-0.52356	-1.29764	0.50227	0.82249	0.97472	0.75463	0.00895	-1.28877	-0.83992	-1.44162	0.20246	-0.29630	0.57748	-0.52287	0.27170	0.30662	-0.35698	0.61584	-0.60722	0.21586	0.29028	-0.40082	0.66984	-0.57708	0.16876	v/at
298	0.12393	0.18560	-0.21226	-0.89278	-0.94653	0.30057	0.96245	0.30327	0.38449	0.88905	-0.69254	-0.72581	0.52864	-0.59324	-0.51953	-0.12024	-0.88179	0.50778	-0.69549	-0.67231	-0.19023	-0.85767	0.58104	-0.63194	-0.77685	v/at
299	-0.20104	-0.56819	0.11711	1.02564	0.77757	-0.59492	-0.58494	-0.36231	-0.45707	-0.41056	-0.30926	-0.01440	0.24292	-0.35870	0.52600	-0.54039	0.51071	0.18176	-0.10003	0.75471	-0.49857	0.17301	0.22667	-0.30553	0.60860	v/at
300	0.31998	0.18406	0.06796	0.72356	0.51128	-1.10708	-0.70035	-0.02998	-0.23502	0.24475	0.21993	0.03071	0.22984	-0.31753	0.60009	-0.14647	0.43804	0.19498	-0.08447	0.82044	0.05244	0.21828	0.21756	-0.23990	0.72011	v/at
301	-0.20162	-0.82102	1.41675	1.22081	0.05100	-0.01801	0.04142	-1.09535	-0.80088	-0.71253	-0.36495	-0.52596	0.48017	-0.54038	0.04082	-0.06917	-0.45474	0.44121	-0.57246	0.23677	-0.11937	-0.49007	0.50560	-0.54445	0.07414	v/at
302	0.42375	0.06870	0.13049	0.84238	0.44439	-1.27793	-0.88939	-0.08868	-0.16387	0.45257	0.05670	0.14791	0.20558	-0.25859	0.68762	-0.37607	0.44381	0.23982	-0.07873	0.84824	-0.33083	0.31197	0.22766	-0.18260	0.79763	v/at
303	0.93901	-0.03989	0.54171	0.96322	0.16032	-1.46711	-1.01558	-0.39635	-0.26938	0.91897	0.41979	0.16547	0.08997	-0.23999	0.65671	0.26563	0.43473	-0.03672	-0.07365	0.77405	0.23268	0.27242	0.06983	-0.19134	0.71800	v/at
304	1.01671	0.35994	0.33071	0.70890	-0.28760	-1.29683	-0.85311	-0.08837	0.07334	0.96840	0.67385	0.10060	0.15131	-0.27671	0.62499	0.39502	0.24852	0.15438	-0.18238	0.73643	0.41651	0.18424	0.15926	-0.21630	0.69492	v/at
305	-0.15834	-1.12617	0.85689	0.83064	0.17589	0.19568	0.03899	-0.94836	-0.72799	-0.36599	0.06320	-0.64882	0.52408	-0.57432	-0.16976	-0.06545	-0.63744	0.51848	-0.64257	-0.06926	0.01605	-0.56973	0.55732	-0.56686	-0.09885	v/at
306	0.10968	0.19545	0.55476	-0.10656	-0.89512	0.14226	0.57308	0.22221	-0.07109	0.32456	0.08503	-0.81466	0.57687	-0.61657	-0.61974	0.53274	-0.90499	0.53650	-0.71915	-0.73353	0.32632	-0.82056	0.61206	-0.63609	-0.70099	v/at
307	-0.18249	0.62784	-0.56658	-1.28234	-1.26794	0.32677	1.64870	1.18440	0.72069	0.63076	0.47030	-0.88707	0.52575	-0.59409	-1.08840	1.07249	-1.02906	0.52428	-0.70460	-1.38573	0.83935	-0.97253	0.58834	-0.63208	-1.33215	ac
308	0.99919	1.45213	0.31457	-0.75676	-1.51562	-0.22516	0.46515	0.58678	0.19432	1.49798	0.42645	-0.67728	0.35907	-0.38835	-0.43208	0.91988	-0.84939	0.34666	-0.54295	-0.62648	0.76277	-0.74699	0.27797	-0.26688	-0.63318	v/at
